,AKDCM1 Index,AKDCM2 Index,AKDCM3 Index,AKDCM4 Index,AKDCM5 Index,AKDCM6 Index,CL1 Comdty,CL2 Comdty,CL3 Comdty,CL4 Comdty,CL5 Comdty,CL6 Comdty,CO1 Comdty,CO2 Comdty,CO3 Comdty,CO4 Comdty,CO5 Comdty,CO6 Comdty,DJISM1 Index,DJISM2 Index,DJISM3 Index,DJISM4 Index,DJISM5 Index,DJISM6 Index,FEJSM1 Index,FEJSM2 Index,FEJSM3 Index,FEJSM4 Index,FEJSM5 Index,FEJSM6 Index,FGJSM1 Index,FGJSM2 Index,FGJSM3 Index,FGJSM4 Index,FGJSM5 Index,FGJSM6 Index,FJMNM1 Index,FJMNM2 Index,FJMNM3 Index,FJMNM4 Index,FJMNM5 Index,FJMNM6 Index,FJSBM1 Index,FJSBM2 Index,FJSBM3 Index,FJSBM4 Index,FJSBM5 Index,FJSBM6 Index,FLJSM1 Index,FLJSM2 Index,FLJSM3 Index,FLJSM4 Index,FLJSM5 Index,FLJSM6 Index,FNJSM1 Index,FNJSM2 Index,FNJSM3 Index,FNJSM4 Index,FNJSM5 Index,FNJSM6 Index,FSEJM1 Index,FSEJM2 Index,FSEJM3 Index,FSEJM4 Index,FSEJM5 Index,FSEJM6 Index,FSGJM1 Index,FSGJM2 Index,FSGJM3 Index,FSGJM4 Index,FSGJM5 Index,FSGJM6 Index,FSLJM1 Index,FSLJM2 Index,FSLJM3 Index,FSLJM4 Index,FSLJM5 Index,FSLJM6 Index,FSNJM1 Index,FSNJM2 Index,FSNJM3 Index,FSNJM4 Index,FSNJM5 Index,FSNJM6 Index,FSSKM1 Index,FSSKM2 Index,FSSKM3 Index,FSSKM4 Index,FSSKM5 Index,FSSKM6 Index,FSWJM1 Index,FSWJM2 Index,FSWJM3 Index,FSWJM4 Index,FSWJM5 Index,FSWJM6 Index,FWJSM1 Index,FWJSM2 Index,FWJSM3 Index,FWJSM4 Index,FWJSM5 Index,FWJSM6 Index,HO1 Comdty,HO2 Comdty,HO3 Comdty,HO4 Comdty,HO5 Comdty,HO6 Comdty,QS1 Comdty,QS2 Comdty,QS3 Comdty,QS4 Comdty,QS5 Comdty,QS6 Comdty,REJSM1 Index,REJSM2 Index,REJSM3 Index,REJSM4 Index,REJSM5 Index,REJSM6 Index,RSQSM1 Index,RSQSM2 Index,RSQSM3 Index,RSQSM4 Index,RSQSM5 Index,RSQSM6 Index
12/7/2018,,,,,,,52.64,52.85,53.07,53.32,53.56,53.76,61.41,61.6,61.76,61.95,62.1,62.17,-0.38,-0.06,0.17,0.11,0.04,0.02,22.07,22.07,22.07,22.07,22.07,22.07,-8.3,-7.45,-6,-5.3,-5.3,-5.3,,,,,,,,,,,,,2.77,2.77,2.77,5.29,5.29,5.3,0.46,0.45,0.45,0.45,0.44,0.44,589.25,589.69,589.84,590.72,592.17,594.1,179.17,179.2,179.71,180.42,180.81,181.7,190.24,189.42,188.48,191.01,191.4,192.3,187.93,187.1,186.16,186.17,186.55,187.44,75.75,76.13,76.38,76.44,76.56,76.8,612.28,614.47,615.73,616.75,618.2,620.13,45.1,46.85,47.95,48.1,48.1,48.1,188.43,187.63,186.79,185.82,185.82,186.19,579.1,569.35,569.45,569.95,569.75,571.05,43.17,44.88,45.72,46.4,46.4,46.4,610.35,612.5,613.5,615.05,616.5,618.43
12/14/2018,,,,,,,51.52,51.74,51.97,52.22,52.5,52.75,60.41,60.54,60.69,60.89,61.05,61.14,-0.39,-0.04,0.17,0.13,0.02,-0.07,21.12,21.12,21.12,21.12,21.12,21.12,-8.75,-7.5,-6.25,-5.79,-5.79,-5.79,,,,,,,,,,,,,1.3,2.38,2.39,4.91,4.92,4.93,-0.25,-0.24,-0.24,-0.23,-0.23,-0.22,578.95,579.34,579.81,580.56,581.96,583.91,176.15,176.48,176.72,177.1,177.54,178.45,186.2,186.36,185.35,187.8,188.25,189.17,184.65,183.74,182.73,182.66,183.1,184.02,74.49,74.89,75.16,75.22,75.3,75.47,604.68,606.06,607.35,607.78,609.19,611.14,46.85,47.84,48.65,48.34,48.35,48.35,185.28,184.56,183.65,182.63,182.56,182.99,564.9,560.4,560.7,561.2,561.8,563.1,44.24,45.33,46.27,46.3,46.3,46.3,602.08,603.56,604.96,605.74,607.14,609.09
12/21/2018,,,,,,,46.96,47.41,47.75,48.11,48.48,48.82,56.26,56.42,56.6,56.86,57.09,57.26,-0.33,0.03,0.19,0.23,0.11,-0.05,23.09,23.09,23.09,23.09,23.09,23.09,-8.73,-7.23,-6.03,-5.66,-5.66,-5.66,,,,,,,,,,,,,0.66,2.65,2.71,5.21,5.21,5.21,-0.05,-0.04,-0.04,-0.04,-0.03,-0.03,549.43,549.59,549.71,550.2,551.88,554.49,167.39,167.54,167.29,167.46,167.98,169.11,176.78,177.42,176.03,178.34,178.85,179.98,176.07,174.73,173.28,173.09,173.61,174.74,70.32,70.7,70.88,70.99,71.09,71.28,571.46,572.46,573.08,573.86,575.59,578.19,45.12,45.95,46.45,46.75,46.8,46.79,177.37,176.55,175.25,173.78,173.57,174.08,531.3,531.45,531.5,531.6,532.2,534.05,43.4,44.04,44.56,45.2,45.2,45.2,569.74,570.55,571.19,572.32,573.99,576.6
12/28/2018,,,,,,,44.67,44.97,45.29,45.68,46.07,46.39,52.33,52.87,53.11,53.4,53.66,53.85,-0.5,-0.09,0.12,0.21,0,-0.22,25.3,25.3,25.3,25.3,25.3,25.3,-9.55,-7.96,-6.11,-5.54,-5.54,-5.55,,,,,,,,,,,,,1.15,2.69,3.21,5.72,5.72,5.72,-0.22,-0.23,-0.24,-0.24,-0.24,-0.25,529.17,529.78,530.16,530.89,533.23,536.35,158.36,158.75,159.24,159.74,160.45,161.77,169.07,169.4,168.57,171,171.71,173.03,167.69,166.47,165.12,165.04,165.75,167.07,67.14,67.63,67.88,68.07,68.18,68.37,547.67,549.23,550.11,551.34,553.68,556.8,43.8,44.75,45.25,45.75,45.75,45.75,168.47,167.91,166.75,165.43,165.38,166.16,504,504.5,505.19,505.25,506.19,508.94,41.32,42.59,43.03,43.94,43.94,43.94,545.2,547.07,547.89,549.53,551.87,554.99
1/4/2019,,,,,,,46.75,47.07,47.44,47.88,48.33,48.72,55.43,55.63,55.91,56.17,56.36,56.48,-0.45,-0.1,0.07,0.02,-0.17,-0.28,22.93,23.37,23.64,23.73,23.73,23.67,-7.9,-6.81,-5.81,-5.62,-5.62,-5.48,,,,,,,14.42,14.49,14.29,14.14,14.13,14.29,1.82,2.65,4.81,5.32,5.32,3.18,1.05,1.05,1.04,1.04,1.04,1.04,538.36,539.05,539.58,541.27,543.9,547.09,162.93,162.79,163.37,164.14,165.29,166.63,172.65,172.26,173.99,175.07,176.23,175.28,171.88,170.65,170.23,170.8,171.95,173.14,68.92,69.25,69.42,69.51,69.66,70.02,560.99,561.22,561.91,563.61,566.27,569.41,44.75,44.95,45.45,45.65,45.75,45.65,172.32,171.65,170.44,169.93,170.44,171.55,517.13,517.69,518.25,518.19,518.63,521.13,42.18,42.66,43.13,43.25,43.25,43.04,558.41,558.93,559.58,561.21,563.77,566.79
1/11/2019,,,,,,,50.97,51.29,51.66,52.09,52.52,52.89,59.93,60.1,60.33,60.54,60.66,60.73,-0.53,-0.2,-0.11,-0.12,-0.23,-0.24,23.14,23.09,23.25,23.25,23.25,22.85,-6.25,-5.9,-5.4,-5.4,-5.4,-5.15,,,,,,,15.14,15.28,15.08,14.96,14.93,15.2,1.12,1.83,4.35,4.35,4.36,1.68,1.64,1.68,1.71,1.73,1.75,1.76,581.55,581.49,581.55,582.28,584.16,586.43,178.45,177.57,177.72,178.14,179.08,180.23,185.82,185.3,187.47,187.89,188.84,187.06,186.34,185.15,184.83,185.27,186.23,187.14,74.49,74.81,74.87,74.96,75.08,75.42,605.46,605.41,605.38,605.92,607.55,609.87,46.55,46.6,46.75,46.6,46.5,46.25,185.44,184.76,183.52,183.18,183.6,184.53,556.05,558.2,558.6,558.3,558.3,559.75,43.89,43.96,44.19,44.26,44.26,43.97,602.81,602.76,602.82,603.58,605.32,607.59
1/18/2019,,,,,,,52.16,52.44,52.75,53.14,53.54,53.87,60.97,61.01,61.19,61.33,61.38,61.4,-1.3,-0.84,-0.62,-0.45,-0.49,-0.55,19.51,20.15,21.49,21.54,21.54,21.58,-7.63,-6.82,-6.12,-6.11,-6.11,-5.66,,,,,,,14.45,14.83,14.78,14.76,14.76,14.95,0.11,1.04,3.56,3.56,3.57,0.89,0.42,0.43,0.43,0.44,0.44,0.44,585.98,586.62,587.59,587.63,588.83,590.94,179.93,179.27,179.56,179.85,180.67,181.94,187.67,187.14,189.23,189.52,190.35,188.49,187.99,186.52,186.11,186.4,187.22,188.04,74.71,75.17,75.35,75.51,75.65,75.89,609.04,609.62,610.61,610.58,611.88,614.06,42.8,43.31,44.64,44.64,44.64,44.59,188.39,187.64,186.17,185.76,186.05,186.87,566.05,566.7,566.35,565.95,566.15,567.9,40.57,41.57,42.58,42.57,42.57,42.56,606.81,607.88,608.55,608.51,609.81,612.02
1/25/2019,,,,,,,53,53.33,53.68,54.06,54.4,54.65,61.62,61.55,61.68,61.79,61.8,61.81,-1.78,-1.19,-0.8,-0.69,-0.73,-0.75,20.24,21.25,22.62,23.21,23.21,23.3,-7.4,-6.51,-6.18,-6.18,-6.19,-5.67,,,,,,,13.35,14.19,14.39,14.48,14.59,14.85,-0.4,0.61,3.12,3.12,3.12,0.45,-0.09,-0.11,-0.12,-0.12,-0.12,-0.12,589.08,590.25,591.5,592.63,594.27,596.7,181.67,181.39,181.41,181.71,182.55,183.9,188.67,188.51,190.71,191.01,191.85,190.01,188.99,187.79,187.47,187.77,188.61,189.44,74.86,75.46,75.84,76.03,76.21,76.5,610.63,612.17,614,615.13,617,619.23,39.65,41.1,43.05,43.6,43.8,43.7,189.18,188.58,187.49,187.23,187.55,188.41,568.55,569,569,568.8,569.7,571.8,36.88,39.14,40.92,41.33,41.33,41.41,607.86,610.21,611.87,612.85,614.53,616.94
2/1/2019,,,,,,,53.72,53.99,54.3,54.62,54.91,55.11,61.51,61.24,61.32,61.38,61.35,61.31,-1.77,-1.25,-0.94,-0.8,-0.83,-0.9,19.73,21.39,22.77,23.36,23.51,23.66,-6.35,-6.3,-6.35,-6.35,-6.25,-5.84,,,,,,,14.2,14.99,15.25,15.41,15.56,15.81,1,1.49,1.68,1.67,1.13,-1.01,0.86,0.52,0.51,0.5,0.5,0.5,592.79,593.93,595.21,596.45,598.24,600.75,182.12,181.49,181.27,181.65,182.61,183.9,189.47,189.28,189.3,189.67,189.99,188.73,189.32,188.3,188.13,188.5,189.35,190.24,75.02,75.45,75.73,75.95,76.14,76.38,612.13,612.95,614.05,615.56,617.27,619.33,40.05,41.5,42.85,43.8,43.85,43.6,188.5,188.21,187.56,187.4,187.8,188.67,573.85,572.95,572.45,572.3,573,575,37.91,39.13,40.35,40.91,40.96,41.08,609.98,610.58,611.55,612.67,614.38,616.81
2/8/2019,,,,,,,53.52,53.86,54.31,54.77,55.18,55.53,62.18,62.21,62.26,62.2,62.17,62.08,-1.45,-1,-0.7,-0.76,-0.83,-0.94,17.84,20.48,22.56,22.14,22.67,22.67,-6.5,-6.55,-6.55,-6.55,-6.1,-6.1,,,,,,,14.36,14.76,15.06,15.17,15.38,15.69,0.71,1.7,1.69,1.68,-1,-1.01,0.37,0.37,0.37,0.37,0.37,0.37,595.17,597.3,599.76,600.55,603.16,605.71,183.45,183.04,183.23,183.98,185.24,186.18,190.66,191.29,191.46,192.21,190.33,191.27,190.33,189.96,190.15,190.89,191.7,192.64,76.28,76.63,76.95,77.05,77.26,77.48,616.98,618.92,621,622.66,624.26,626.72,37.9,40.55,42.45,42.95,42.51,42.46,190.52,189.83,189.49,189.67,190.43,191.25,579.85,578.1,576.95,576.75,577.4,578.95,35.65,38.24,40.22,39.79,40.28,40.28,614.73,616.62,618.77,619.5,622.03,624.54
2/15/2019,,,,,,,53.88,54.27,54.81,55.35,55.81,56.17,63.67,63.65,63.6,63.47,63.38,63.27,-2,-1.45,-1.07,-0.94,-0.98,-1.1,15.64,19.21,22.19,21.41,22.64,22.64,-7.4,-7.05,-7.05,-7.05,-6.5,-6.5,,,,,,,14.17,14.61,15.03,15.32,15.55,15.86,0.6,0.97,0.97,0.96,-1.72,-1.72,-0.5,-0.49,-0.49,-0.48,-0.48,-0.48,607.09,609.16,612,612.12,615.06,617.3,187.06,187.09,187.08,187.6,188.81,189.71,195.06,195.11,195.09,195.61,193.59,194.49,193.96,193.65,193.64,194.17,194.83,195.73,77.69,78.04,78.4,78.65,78.83,79.02,628.27,630.54,633.14,634.66,636.07,638.35,34.55,38.3,41.1,41.75,41.45,41.45,194.6,194.18,193.87,193.86,194.39,195.04,594.45,591.5,590,589.6,590.65,592.2,32.53,35.9,38.73,38.01,39.07,39.07,626.24,628.14,630.77,630.93,633.69,635.97
2/22/2019,,,,,,,56.81,57.21,57.71,58.19,58.61,58.9,66.84,66.91,66.83,66.67,66.56,66.45,-2.19,-1.67,-1.29,-1.11,-1.19,-1.3,16.94,19.93,22.23,21.8,22.99,22.99,-7.95,-7.55,-7.55,-7.55,-6.81,-6.81,,,,,,,14.15,14.54,14.98,15.31,15.53,15.88,0.9,0.9,0.9,0.91,-1.77,-1.77,-1.11,-1.1,-1.09,-1.08,-1.07,-1.07,633.39,635.24,636.97,637.2,640.16,642.56,193.83,194.02,193.92,194.38,195.79,196.76,202.68,202.47,202.38,202.83,200.83,201.8,200.67,200.47,200.38,200.85,201.53,202.51,80.58,80.95,81.25,81.51,81.67,81.88,651.05,653.47,655.78,657.37,658.91,661.36,34.4,37.95,40.85,41.8,41.6,41.65,202.01,201.97,201.8,201.73,202.19,202.88,617.55,615.9,614.95,614.65,615.8,617.9,32.01,35.54,38.49,38.1,39.25,39.26,648.66,651.06,653.42,653.67,656.57,658.97
3/1/2019,,,,,,,56.19,56.61,57.1,57.56,57.94,58.2,65.49,65.65,65.63,65.53,65.47,65.39,-2.36,-1.82,-1.43,-1.44,-1.35,-1.49,10.19,14.73,17.59,17.17,18.91,18.91,-8.6,-8.3,-8.1,-7.85,-7.4,-7.4,,,,,,,15.01,15.06,15.36,15.58,15.75,16.05,1.1,1.09,1.09,0.55,-1.6,-1.6,-2.87,-2.87,-2.86,-2.85,-2.84,-2.83,624.51,626.46,627.84,627.79,631.28,633.68,192.01,191.92,191.98,192.66,193.86,194.85,201.71,201.31,201.17,201.06,199.66,200.64,197.74,197.35,197.23,197.67,198.42,199.41,80.12,80.31,80.49,80.53,80.87,81.06,645.61,647.51,648.79,650.36,651.83,654.8,31.15,35.65,38.45,39.65,39.35,39.8,200.38,200.35,199.96,199.84,200.28,201.04,617.2,613.8,611.2,609.85,610.5,612.6,28.5,33.53,35.8,35.92,37.54,37.55,642.95,645.39,646.14,646.63,650.03,652.54
3/8/2019,,,,,,,56.42,56.8,57.25,57.73,58.12,58.39,65.91,65.91,65.83,65.77,65.69,65.62,-2.25,-1.72,-1.47,-1.5,-1.61,-1.72,13.17,17.05,19.07,19.36,19.36,19.36,-8.95,-8.45,-7.95,-7.5,-7.5,-7.5,,,,,,,14.45,14.71,14.95,15.16,15.46,15.8,0.18,0.18,0.19,-2.49,-2.48,-2.48,-3.6,-3.3,-3.31,-3.31,-3.31,-3.31,624.68,626.39,628.36,630.23,632.8,635.46,191.3,191.49,192.34,193.48,194.47,195.35,200.43,200.13,200.48,198.49,199.49,200.37,196.65,196.64,196.99,197.67,198.66,199.54,79.98,80.2,80.46,80.65,80.89,81.14,646.51,647.56,648.8,650.48,653.42,656.29,33.25,37.22,39.12,39.12,39.37,39.62,201.19,200.68,200.37,200.73,201.4,202.39,618.9,613.4,610.35,608.9,609.5,611.6,30.83,34.51,36.54,36.7,36.7,36.7,643.47,644.86,646.86,648.69,651.36,653.97
3/15/2019,,,,,,,57.81,58.13,58.49,58.87,59.17,59.37,67.04,66.94,66.78,66.65,66.52,66.41,-1.86,-1.59,-1.43,-1.38,-1.48,-1.57,19.29,21.96,23.06,23.31,23.31,23.31,-8.1,-7.75,-7.25,-6.9,-6.9,-6.9,,,,,,,13.48,13.86,14.25,14.61,15.02,15.42,-0.3,-0.3,-0.3,-2.97,-2.97,-2.97,-3.06,-2.68,-2.68,-2.69,-2.69,-2.69,628.53,631.51,633.72,635.97,638.77,641.53,190.48,191.14,192.33,193.49,194.53,195.48,198.28,198.6,199.29,197.42,198.46,199.41,195.52,196.22,196.9,197.7,198.74,199.69,80.06,80.36,80.65,80.97,81.24,81.52,647.99,651.01,653.06,655.12,658,660.91,37.7,40.45,41.55,41.65,41.75,41.85,198.49,198.61,198.93,199.63,200.44,201.48,610.15,609.6,609.65,610.65,612.65,615.25,34.01,37.19,38.5,38.7,38.71,38.7,644.3,647.75,650.02,652.17,654.96,657.76
3/22/2019,,,,,,,59.39,59.68,59.93,60.18,60.37,60.46,67.71,67.49,67.25,67.05,66.89,66.73,-1.72,-1.65,-1.59,-1.58,-1.62,-1.66,20.1,20.54,20.97,21.91,21.91,21.91,-7.6,-7.35,-7,-6.6,-6.6,-6.6,,,,,,,12.77,13.37,13.83,14.23,14.73,15.2,-0.25,-0.26,-0.26,-2.95,-2.95,-2.96,-2.35,-2.14,-2.13,-2.13,-2.13,-2.13,629.04,631.08,633.33,636.57,639.35,642.02,190.74,191.31,192.28,193.49,194.49,195.41,198.09,198.4,199.02,197.14,198.14,199.05,195.99,196.52,197.15,197.96,198.96,199.88,80.2,80.47,80.76,81.07,81.4,81.71,647.77,649.86,651.99,654.84,658,661.02,37.45,38.05,38.5,39.1,39.5,39.9,198.41,198.61,198.94,199.58,200.4,201.42,608.05,609.5,611,613.1,615.5,618.35,34.81,35.64,36.25,37.26,37.26,37.26,645.12,647.45,649.74,653,655.76,658.37
3/29/2019,,,,,,,59.52,59.71,59.87,60.01,60.09,60.07,67.84,67.23,66.89,66.64,66.43,66.24,-1.63,-1.56,-1.54,-1.54,-1.61,-1.7,17.16,17.31,17.58,18.62,18.62,18.62,-7.68,-7.45,-7.05,-6.75,-6.65,-6.55,,,,,,,12.72,13.47,13.99,14.46,14.97,15.41,1.33,1.07,0.86,-1.83,-1.83,-1.84,-2.5,-2.33,-2.33,-2.33,-2.33,-2.33,623.92,625.88,627.98,631.19,633.88,636.47,190.34,190.89,191.78,192.8,193.89,194.87,199.35,199.4,199.69,197.72,198.7,199.58,195.52,196,196.5,197.22,198.2,199.08,79.95,80.26,80.52,80.8,81.08,81.34,646.28,648.27,650.3,653.15,656.13,658.91,38.55,38.75,38.95,39.7,40.05,40.3,197.93,197.92,198.25,198.76,199.48,200.49,605.8,607.35,609.1,611.1,613.35,616.15,36.07,36.26,36.58,37.45,37.45,37.45,643.8,645.78,647.93,650.9,653.53,656.05
4/5/2019,,,,,,,62.36,62.44,62.48,62.48,62.41,62.25,69.49,69.08,68.74,68.43,68.14,67.89,-1.68,-1.66,-1.66,-1.71,-1.79,-1.73,9.9,9.95,10.86,11.22,11.22,13.18,-7.78,-7.53,-6.8,-6.55,-6.3,-8.65,,,,,,,12.19,12.86,13.51,14.15,14.68,15.35,1.97,1.71,-0.99,-1,-1.01,-1.02,-2.85,-2.86,-2.86,-2.86,-2.87,-2.87,626.6,628.98,632.28,635.38,638.04,641.12,193.91,194.64,196.07,197.29,198.43,196.83,203.66,203.88,201.88,202.84,203.72,204.47,198.84,199.32,200.01,200.98,201.86,202.62,81.46,81.77,82.08,82.38,82.66,82.86,656.35,658.53,661.75,664.87,667.99,670.01,36.95,36.95,37.9,38.4,38.9,39.85,201.19,201.55,202.05,202.77,203.76,204.66,613.05,614.85,617.5,619.85,622.25,625.05,34.55,34.73,35.48,35.74,35.73,37.79,653.95,656.31,659.33,662.21,664.82,667.95
4/12/2019,,,,,,,64.09,64.13,64.13,64.03,63.87,63.62,71.16,70.71,70.32,69.95,69.6,69.31,-1.78,-1.76,-1.77,-1.8,-1.88,-1.8,9.75,10.15,11.55,11.93,11.93,13.81,-8.62,-8.36,-7.56,-7.31,-7.06,-9.3,,,,,,,12.25,13,13.69,14.36,14.97,15.71,5.31,3.55,0.82,0.78,0.75,0.72,-3.45,-3.44,-3.44,-3.43,-3.43,-3.43,641.01,643.84,647.75,650.68,653.4,656.43,198.28,199.03,200.49,201.64,202.74,201.23,212.21,210.94,208.87,209.73,210.55,211.25,203.45,203.95,204.61,205.52,206.37,207.1,83.12,83.47,83.79,84.1,84.38,84.57,667.3,670.15,673.92,676.74,679.64,681.84,34.79,35.2,36.48,36.78,37.03,38.33,206.55,206.75,207.25,207.92,208.83,209.68,627,630.05,632.5,635.1,637.55,640.2,32.1,32.49,33.9,34.29,34.29,36.26,664.62,667.44,671.33,674.25,676.9,679.77
4/19/2019,,,,,,,63.8,63.92,64,64.01,63.94,63.78,71.62,71.12,70.68,70.31,69.99,69.71,-2.01,-1.87,-1.82,-1.86,-1.93,-1.88,15,15.8,16.94,17.24,17.24,18.57,-8.85,-8.6,-7.8,-7.46,-7.11,-9.56,,,,,,,12.16,12.93,13.63,14.27,14.91,15.63,6.55,1.57,-1.09,-1.08,-1.07,-1.06,-3.65,-3.56,-3.56,-3.56,-3.57,-3.57,649.95,652.06,655.24,658.14,660.84,663.32,198.59,199.39,200.88,202.2,203.44,201.73,213.99,209.57,207.6,208.58,209.48,210.23,203.79,204.44,205.13,206.09,206.98,207.72,83.35,83.65,83.98,84.29,84.6,84.81,670.03,672.11,675.5,678.64,681.92,683.45,34.15,34.95,36.3,36.8,37.3,37.65,207.08,207.31,207.85,208.54,209.52,210.42,633.94,634.94,636.5,638.75,641.38,644.38,31.3,32.15,33.5,33.89,33.88,35.51,667.18,669.31,672.7,675.73,678.5,681.31
4/26/2019,,,,,,,65.28,65.27,65.19,65,64.76,64.45,73.92,73.28,72.68,72.14,71.65,71.25,-1.77,-1.68,-1.67,-1.73,-1.85,-1.8,14.35,16.29,17.52,17.68,17.68,18.89,-8.3,-8.2,-7.8,-7.55,-7.3,-9.8,,,,,,,11.2,12.09,12.96,13.8,14.6,15.34,6.6,2.39,-0.29,-0.3,-0.3,-0.31,-3.07,-2.87,-2.87,-2.87,-2.87,-2.87,657.33,660.94,664.44,667.51,670.59,672.88,201.01,201.68,202.78,204.04,205.25,203.49,215.91,212.28,210.29,211.29,212.25,212.98,206.24,207.02,207.71,208.72,209.68,210.41,84.28,84.59,84.92,85.26,85.56,85.76,675.85,679.11,682.44,685.68,688.89,690.58,34.8,36.4,37.35,37.6,37.7,38.25,209.4,209.61,210.19,210.89,211.9,212.88,642.15,643.35,645.35,647.75,650.8,654.2,31.36,33.19,34.49,34.7,34.7,35.95,672.41,675.9,679.58,682.78,685.88,688.28
5/3/2019,,,,,,,62.95,63.04,63.05,62.96,62.79,62.55,71.72,71.03,70.42,69.89,69.45,69.05,-1.93,-1.8,-1.84,-1.95,-1.91,-1.75,16.9,18.88,20.28,20.44,21.25,21.85,-8.9,-8.5,-7.95,-7.5,-8.95,-10.7,,,,,,,12.21,13.04,13.85,14.59,15.3,15.87,5.2,2.39,1.32,1.32,1.32,1.32,-3.1,-3.05,-3.05,-3.05,-3.05,-3.05,652.87,655.25,658.5,661.11,663.2,663.17,198.22,199.02,200.28,201.59,200.92,199.72,212.32,209.91,209.55,210.41,211.18,211.74,204.02,204.47,205.18,206.04,206.81,207.37,83.39,83.57,83.78,83.99,84.2,84.27,668.17,670.88,674.17,677.31,679.01,678.91,32.5,34.9,36.35,37.05,37.5,38.05,207.57,207.59,207.99,208.71,209.57,210.36,638.8,636.6,636.1,637.6,640.25,642.95,30.22,32.39,33.8,33.84,35.06,35.56,665.89,668.37,671.63,674.1,676.57,676.42
5/10/2019,,,,,,,61.83,61.94,61.99,61.93,61.79,61.57,70.5,69.64,68.96,68.41,67.99,67.61,-2.12,-1.86,-1.91,-2.02,-1.88,-1.65,17.95,19.78,21.1,21.06,22.96,22.96,-7.4,-7.45,-7.15,-6.85,-9.45,-10.65,,,,,,,12.62,13.7,14.51,15.26,15.91,16.39,4.5,1.82,1.82,1.83,1.83,1.83,-1.7,-1.71,-1.72,-1.73,-1.74,-1.75,650.11,651.72,654.83,656.94,659,657.36,198.11,198.52,199.6,200.66,198.73,198,210.01,207.8,208.57,209.34,210.01,210.48,203.81,204.26,205.02,205.78,206.44,206.9,82.68,82.9,83.1,83.28,83.43,83.44,666.37,667.73,671.17,674.13,674.69,673.54,34.6,36.3,37.85,38.65,39.15,39.65,205.11,205.28,205.75,206.52,207.3,207.98,635.6,633.85,631.25,632.3,634.4,636.8,31.2,33.32,34.64,34.59,36.5,36.5,662.96,664.75,667.96,670.07,672.04,670.39
5/17/2019,,,,,,,62.09,62.28,62.39,62.4,62.32,62.15,71.61,70.7,69.93,69.31,68.84,68.42,-2.39,-2.05,-2.07,-2.14,-2.08,-1.86,19.95,20.69,21.15,21.16,23.05,23.05,-6.35,-6.55,-6.35,-6.2,-8.65,-10.25,,,,,,,13.04,14.19,15.01,15.82,16.35,16.72,4,1.32,1.32,1.32,1.32,1.32,-0.1,-0.38,-0.58,-0.59,-0.6,-0.61,666.77,665.83,666.98,668.38,669.4,666.75,201.49,201.62,202.4,203.15,201.13,199.74,211.84,209.49,210.07,210.67,211.1,211.31,207.74,207.79,208.17,208.75,209.18,209.38,83.88,83.97,84.05,84.16,84.11,83.98,680.17,679.05,680.25,682.19,682.19,680.09,37.45,38.15,38.65,39.2,40.1,40.6,208.05,208.21,208.54,209.13,209.72,210.15,649.65,645.3,645.05,646.2,647.85,645.7,34.32,35.12,35.78,35.79,37.7,37.7,677.03,676.02,677.38,678.78,679.78,677.19
5/24/2019,,,,,,,60.81,60.91,60.93,60.87,60.74,60.54,70.32,69.29,68.42,67.77,67.32,66.95,-2.44,-2.14,-2.1,-2.16,-2.07,-1.89,15.86,17.23,18.19,18.17,20.21,20.21,-6.4,-6.36,-6.17,-6.03,-8.63,-10.18,,,,,,,11.71,13.07,14.09,14.96,15.46,15.75,6.5,3.78,3.76,3.74,3.73,3.72,0.25,-0.44,-0.9,-0.94,-0.94,-0.93,643.07,644.04,646.04,647.68,649.17,646.64,196.72,197.16,198,198.74,196.56,195.2,209.62,207.31,207.93,208.51,208.92,209.1,203.37,203.08,203.27,203.83,204.26,204.45,81.78,82.01,82.18,82.34,82.36,82.2,662.9,663.5,665.34,667.46,667.86,665.8,35.4,36.6,37.45,37.9,38.85,39.35,202.72,202.88,203.29,203.94,204.53,204.95,628.25,626.65,626.9,628.3,630.25,628.4,33.6,34.83,35.63,35.64,37.54,37.54,661.1,661.73,663.52,665.2,666.56,663.99
5/31/2019,,,,,,,57.01,57.17,57.25,57.22,57.13,56.99,68.21,66.53,65.64,65.04,64.66,64.37,-2.26,-2.14,-2.09,-2.18,-2.07,-1.87,16.81,17.54,17.89,17.93,19.5,19.5,-5.68,-5.83,-5.78,-5.73,-8.28,-9.93,,,,,,,11.1,12.75,13.84,14.68,15.17,15.46,4.8,2.17,2.2,2.22,2.24,2.25,0.85,0.2,-0.36,-0.62,-0.62,-0.63,620.77,621.47,623.12,625.15,626.66,624.55,188.88,189.15,189.95,190.73,188.72,187.36,199.36,197.14,197.92,198.67,199.23,199.55,195.41,195.18,195.36,195.83,196.37,196.67,78.43,78.56,78.78,78.96,79.07,78.98,635.47,636.79,638.75,641.41,642.09,640.58,34.35,35.6,36.25,36.9,37.65,38.2,192.92,193.04,193.51,194.28,195.03,195.6,604.25,603.8,604,605.8,608.1,606.75,32.25,33.5,34.3,34.33,36.16,36.26,633.37,634.69,636.8,638.84,640.61,638.64
