,AKDCM1 Index,AKDCM2 Index,AKDCM3 Index,AKDCM4 Index,AKDCM5 Index,AKDCM6 Index,CL1 Comdty,CL2 Comdty,CL3 Comdty,CL4 Comdty,CL5 Comdty,CL6 Comdty,CO1 Comdty,CO2 Comdty,CO3 Comdty,CO4 Comdty,CO5 Comdty,CO6 Comdty,DJISM1 Index,DJISM2 Index,DJISM3 Index,DJISM4 Index,DJISM5 Index,DJISM6 Index,FEJSM1 Index,FEJSM2 Index,FEJSM3 Index,FEJSM4 Index,FEJSM5 Index,FEJSM6 Index,FGJSM1 Index,FGJSM2 Index,FGJSM3 Index,FGJSM4 Index,FGJSM5 Index,FGJSM6 Index,FJMNM1 Index,FJMNM2 Index,FJMNM3 Index,FJMNM4 Index,FJMNM5 Index,FJMNM6 Index,FJSBM1 Index,FJSBM2 Index,FJSBM3 Index,FJSBM4 Index,FJSBM5 Index,FJSBM6 Index,FLJSM1 Index,FLJSM2 Index,FLJSM3 Index,FLJSM4 Index,FLJSM5 Index,FLJSM6 Index,FNJSM1 Index,FNJSM2 Index,FNJSM3 Index,FNJSM4 Index,FNJSM5 Index,FNJSM6 Index,FSEJM1 Index,FSEJM2 Index,FSEJM3 Index,FSEJM4 Index,FSEJM5 Index,FSEJM6 Index,FSGJM1 Index,FSGJM2 Index,FSGJM3 Index,FSGJM4 Index,FSGJM5 Index,FSGJM6 Index,FSLJM1 Index,FSLJM2 Index,FSLJM3 Index,FSLJM4 Index,FSLJM5 Index,FSLJM6 Index,FSNJM1 Index,FSNJM2 Index,FSNJM3 Index,FSNJM4 Index,FSNJM5 Index,FSNJM6 Index,FSSKM1 Index,FSSKM2 Index,FSSKM3 Index,FSSKM4 Index,FSSKM5 Index,FSSKM6 Index,FSWJM1 Index,FSWJM2 Index,FSWJM3 Index,FSWJM4 Index,FSWJM5 Index,FSWJM6 Index,FWJSM1 Index,FWJSM2 Index,FWJSM3 Index,FWJSM4 Index,FWJSM5 Index,FWJSM6 Index,HO1 Comdty,HO2 Comdty,HO3 Comdty,HO4 Comdty,HO5 Comdty,HO6 Comdty,QS1 Comdty,QS2 Comdty,QS3 Comdty,QS4 Comdty,QS5 Comdty,QS6 Comdty,REJSM1 Index,REJSM2 Index,REJSM3 Index,REJSM4 Index,REJSM5 Index,REJSM6 Index,RSQSM1 Index,RSQSM2 Index,RSQSM3 Index,RSQSM4 Index,RSQSM5 Index,RSQSM6 Index
1/7/2011,,,,,,,89.53,90.65,91.58,92.37,92.95,93.41,94.34,94.24,94.34,94.53,94.73,94.86,,,,,,,51.4,52.05,54.04,55.57,55.67,55.52,1.35,3.35,4.36,5.14,5.2,5.52,,,,,,,,,,,,,5.17,6.91,9.15,9.16,9.2,10.1,1.35,3.35,4.36,5.14,5.2,5.52,834.77,839.34,844.26,848.86,853.02,856.66,254.54,256.16,257,258.23,259.65,261.41,258.36,259.72,261.78,262.25,263.65,265.99,254.54,256.16,257,258.23,259.65,261.41,106.42,106.66,107.03,107.51,107.82,108.21,856.27,859.45,862.97,868.34,873.92,877.56,72.9,72.15,72.75,75.05,76.58,76.42,251.98,252.68,252.37,252.21,252.69,254.05,776.45,782.6,787.15,790.25,793.1,796.3,,,,,,,,,,,,
1/14/2011,,,,,,,91.03,92.14,93.11,93.94,94.57,95.04,97.63,97.19,97.11,97.19,97.29,97.35,,,,,,,58,57.7,57.89,58.06,58.18,58.28,1.25,3.25,4.33,5.15,5.22,5.53,,,,,,,,,,,,,4.89,7.89,12,12.01,12.06,12.95,1.25,3.25,4.33,5.15,5.22,5.53,866.48,869.3,871.8,874.49,877.74,881.03,262.47,263.77,264.36,265.34,266.6,268.17,266.11,268.41,272.04,272.2,273.44,275.59,262.47,263.77,264.36,265.34,266.6,268.17,110.53,110.73,110.92,111.1,111.6,111.72,887.83,890.45,892.81,895.32,898.65,901.94,79.35,78.85,78.9,78.9,79.09,79.18,260.76,261.06,260.35,259.88,260.02,261.24,798.6,806.1,809.4,811.85,814.45,817.35,,,,,,,,,,,,
1/21/2011,,,,,,,90.05,91.09,92.33,93.37,94.12,94.64,97.51,97.51,97.65,97.79,97.86,97.89,,,,,,,61.49,60.79,60.92,60.98,60.86,60.61,1.25,3.25,4.32,5.15,5.23,5.55,,,,,,,,,,,,,3.07,6.07,10.71,10.71,10.73,11.61,1.25,3.25,4.32,5.15,5.23,5.55,877.97,880.32,882.39,884.43,887.05,889.67,265.68,266.68,266.9,267.59,268.56,269.97,267.5,269.49,273.28,273.14,274.07,276.02,265.68,266.68,266.9,267.59,268.56,269.97,111.37,111.48,111.7,111.92,112.36,112.52,897.28,898.68,900.67,902.95,906.66,909.28,80.8,79.15,79.2,79.5,80.46,80.22,264.4,264.72,263.66,262.75,262.58,263.44,813.9,818.25,820.4,822.4,824.6,827.5,,,,,,,,,,,,
1/28/2011,,,,,,,87.27,89.35,91.09,92.32,93.2,93.77,97.32,97.4,97.63,97.84,97.98,98.08,,,,,,,62.41,61.41,61.36,61.03,61.02,60.71,1.25,3.25,4.31,5.14,5.25,5.66,,,,,,,,,,,,,3.62,6.55,10.83,10.83,10.86,11.74,1.25,3.25,4.31,5.14,5.25,5.66,880.75,883.92,886.85,889.37,892.72,895.7,266.45,267.57,268.01,268.96,270.11,271.75,268.82,270.86,274.52,274.65,275.72,277.83,266.45,267.57,268.01,268.96,270.11,271.75,111.58,111.68,111.97,112.29,112.93,113.23,899.34,901.81,904.89,907.7,911.21,914.19,81,79.3,79.4,79.35,79.51,79.2,264.54,264.81,264.01,263.48,263.65,264.69,813.9,819.2,822.55,825.5,828.3,831.55,,,,,,,,,,,,
2/4/2011,,,,,,,90.68,93.31,95.28,96.46,97.32,97.93,101.34,101.62,101.91,102.16,102.31,102.4,,,,,,,65.31,63.44,62.36,61.91,61.56,61.23,2.77,3.73,4.39,4.62,4.95,5.04,,,,,,,,,,,,,5.5,9.23,9.92,9.95,10.07,10.31,2.77,3.73,4.39,4.62,4.95,5.04,921.61,923.06,925.18,928.34,931.61,934.54,277.86,278.68,279.75,281.05,282.66,284.42,280.59,284.18,285.28,286.38,287.79,289.7,277.86,278.68,279.75,281.05,282.66,284.42,116.34,116.51,116.8,117.21,117.61,118,941.11,942.12,943.81,946.73,949.96,952.88,84.8,82.5,81,80.3,79.9,79.58,275.37,275.12,275.02,275.46,276.52,277.8,848.75,854,857.4,860.45,863.75,867.15,,,,,,,,,,,,
2/11/2011,,,,,,,86.69,90.01,92.95,94.71,95.88,96.63,100.66,101.02,101.44,101.77,101.97,102.11,,,,,,,65.96,64.13,63.18,63.08,62.26,61.78,3.59,4.04,4.39,4.44,4.8,4.8,,,,,,,,,,,,,8.08,11.13,12.07,12.12,11.53,11.62,3.59,4.04,4.39,4.44,4.8,4.8,924.46,925.48,927.57,931.42,934.49,937.38,276.84,277.94,279.22,280.61,282.39,284.16,281.33,285.04,286.9,288.29,289.12,290.97,276.84,277.94,279.22,280.61,282.39,284.16,116.75,117.01,117.22,117.45,117.92,118.39,943.4,944.7,946.99,950.44,952.83,955.72,84.9,83.35,82.6,82.1,80.6,80.12,272.27,272.56,273.23,274.16,275.55,276.98,850.3,855.95,859.15,862.3,865.75,869.65,,,,,,,,,,,,
2/18/2011,,,,,,,85.34,88.54,91.51,93.26,94.49,95.27,102.72,103.02,103.22,103.33,103.41,103.46,,,,,,,67.66,65.91,64.56,64.56,63.73,63.18,6.45,5.95,5.56,5.5,5.96,5.96,,,,,,,,,,,,,11.41,11.89,12.83,12.88,11.67,11.76,8.93,8.43,8.04,7.98,8.45,8.44,933.53,934.81,936.52,940.42,943.63,946.83,281.47,281.79,282.4,283.68,285.59,287.4,286.43,287.73,289.67,291.07,291.3,293.2,283.95,284.27,284.88,286.16,288.07,289.88,118.15,118.14,118.39,118.64,119.05,119.47,950.52,952.25,954.66,958.06,961.97,965.17,84.65,83.35,82.7,82.2,82.07,81.52,273.99,274.71,275.57,276.6,277.96,279.4,868.1,871.7,874.65,877.75,881.65,885.6,,,,,,,,,,,,
2/25/2011,,,,,,,96.71,98.34,99.24,99.9,100.33,100.6,109.25,109.12,109.05,108.94,108.82,108.69,,,,,,,78.31,73.16,69.26,69.26,68.65,68.2,7.8,6.93,6.23,6.04,6.43,6.33,,,,,,,,,,,,,14.51,14.15,13.97,14.03,12.41,12.5,11.18,10.31,9.61,9.42,9.81,9.71,990.39,988.16,987.34,991.08,994.07,996.82,295.68,295.97,296.5,297.74,299.52,301.01,302.39,303.2,304.25,305.73,305.51,307.18,299.06,299.35,299.88,301.12,302.9,304.39,125.45,125.07,125.08,125.21,125.58,125.93,1008.18,1006,1006.68,1009.41,1012.41,1015.17,96.1,91,88.6,87.6,86.99,86.54,287.64,288.97,290.16,291.4,292.84,294.24,904.75,908.05,911.1,914.3,917.95,921.35,,,,,,,,,,,,
3/4/2011,,,,,,,101.03,102.44,103.12,103.62,103.9,104.11,114.87,114.77,114.64,114.46,114.28,114.04,,,,,,,75.6,71.76,71.01,69.31,68.26,68.1,8.01,7.01,6.24,6.54,6.54,5.23,,,,,,,,,,,,,13.78,13.24,13.21,11.92,11.65,11.72,1.65,0.66,-0.11,0.19,0.19,-1.12,1035.73,1034.56,1036.89,1038.41,1040.27,1042.24,312.55,312.63,313.26,314.95,316.52,316.78,318.32,318.86,320.22,320.34,321.63,323.27,306.19,306.28,306.9,308.6,310.16,310.43,130.74,130.75,130.91,131.23,131.56,131.85,1055.64,1055.2,1056.68,1057.49,1059.79,1061.77,95.5,92.4,90.8,88.4,87.79,87.63,302.91,303.99,305.11,306.51,307.96,309.53,952.7,955.9,958.85,961.7,964.7,967.85,,,,,,,,,,,,
3/11/2011,,,,,,,103.74,104.91,105.51,105.95,106.21,106.35,114.66,114.73,114.67,114.53,114.35,114.12,,,,,,,65.31,63.96,64.11,62.99,62.53,62.53,7.75,6.5,6,6.53,6.53,4.94,,,,,,,,,,,,,13.23,12.52,12.56,10.92,10.99,11.04,-1.51,-2.76,-3.26,-2.74,-2.74,-4.32,1026.91,1027.62,1030.31,1031.95,1034.06,1035.73,312.68,312.4,313.12,315.03,316.55,316.45,318.16,318.42,319.68,319.42,321.01,322.54,303.42,303.14,303.86,305.77,307.29,307.19,130.41,130.56,130.73,131.01,131.37,131.59,1053.2,1053.26,1056,1058.26,1059.97,1061.64,91.6,89.6,89.8,89.3,88.44,88.44,304.43,305.42,306.45,307.72,309.1,310.62,962.8,962.9,965.05,967.4,970,972.9,,,,,,,,,,,,
3/18/2011,,,,,,,99.77,100.67,101.29,101.83,102.18,102.44,112.33,112.27,112.09,111.87,111.64,111.38,,,,,,,69.53,69.15,68.56,67.79,67.17,66.96,7.9,6.65,6,6.67,6.77,5.19,,,,,,,,,,,,,16.1,15.06,14.98,12.92,12.98,13.03,7.9,6.65,6,6.67,6.77,5.19,1030.16,1028.65,1028.1,1028.31,1028.74,1028.91,310.75,310.31,310.58,312.27,313.57,313.23,318.95,318.72,319.56,318.52,319.78,321.07,310.75,310.31,310.58,312.27,313.57,313.23,130.97,130.72,130.61,130.59,130.34,130.39,1057.05,1054.77,1054.41,1054.79,1055.2,1055.37,96.42,95.27,94.87,94.27,93.63,93.42,302.08,302.95,303.77,304.7,305.75,306.97,964.1,962.75,961.7,962.15,963.3,964.4,,,,,,,,,,,,
3/25/2011,,,,,,,104.62,105.26,105.74,106.08,106.28,106.42,115.5,115.41,115.2,114.94,114.63,114.37,,,,,,,67.95,68.89,68.95,67.83,66.93,66.69,8.04,6.78,6.03,6.79,6.96,5.37,,,,,,,,,,,,,17.55,15.2,14.98,12.92,12.99,13.05,8.02,6.77,6.01,6.78,6.95,5.36,1047.32,1047.61,1048.56,1049.43,1050.45,1051.32,315.38,315.54,316.2,318.37,319.96,319.78,324.89,323.97,325.15,324.5,325.98,327.46,315.36,315.53,316.19,318.36,319.94,319.77,132.99,132.93,132.98,133.19,133.4,133.55,1072.09,1072.8,1073.81,1075.53,1076.18,1077.05,92.72,94.08,94.21,93.93,92.66,92.42,306.01,307.63,309.09,310.52,311.95,313.38,983.05,982,981.6,983.15,985.25,987.1,,,,,,,,,,,,
4/1/2011,,,,,,,105.54,106.09,106.57,106.87,107.07,107.22,116.23,116.02,115.77,115.49,115.18,114.9,,,,,,,66.13,67.17,67.34,66.31,65.78,65.65,7.8,6.64,6.19,6.83,6.66,4.84,,,,,,,,,,,,,17.97,15.86,15.07,12.9,12.97,11.72,7.77,6.62,6.17,6.81,6.64,4.82,1048.34,1048.19,1049.03,1049.61,1050.54,1051.32,315.98,316,316.75,318.66,319.91,319.55,326.16,325.23,325.63,324.73,326.22,326.43,315.96,315.98,316.73,318.64,319.89,319.53,133.32,133.07,133.03,133.17,133.4,133.54,1073.23,1073.13,1073.99,1073,1075.84,1076.56,91.02,92.11,92.3,89.7,91.07,90.9,306.61,308.19,309.38,310.6,311.9,313.35,986.25,983.5,982.4,983.75,985.4,986.9,,,,,,,,,,,,
4/8/2011,,,,,,,109.75,110.35,110.87,111.19,111.39,111.52,122.98,122.57,122.19,121.82,121.4,121.01,,,,,,,68.49,68.88,67.9,67.17,67.15,67.26,6.05,5.8,6.51,6.63,5,2.17,,,,,,,,,,,,,16.6,15.8,12.01,12.08,12.13,5.55,6.03,5.78,6.49,6.62,4.99,2.15,1092.56,1092.88,1092.87,1093.16,1094.1,1094.04,328.03,328.96,330.93,332.42,332.15,330.69,338.57,338.96,336.44,337.86,339.28,334.07,328.01,328.94,330.91,332.4,332.14,330.67,138.7,138.58,138.63,138.67,138.88,138.96,1117.35,1117.63,1117.23,1118.76,1119.39,1119.35,93.29,93.64,92.26,92.77,92.44,92.58,321.47,322.61,323.83,325.1,326.47,327.84,1026.65,1022.9,1021.4,1022.25,1023.4,1024.55,,,,,,,,,,,,
4/15/2011,,,,,,,108.21,108.83,109.38,109.75,109.99,110.12,122.72,122.26,121.87,121.48,121.07,120.69,,,,,,,69.4,68.4,68.02,67.73,67.74,67.81,5.5,5.4,6.06,6.19,4.71,2.09,,,,,,,,,,,,,16.69,15.91,12.01,12.08,12.13,5.66,5.5,5.4,6.06,6.19,4.71,2.09,1089.92,1091.37,1093.48,1095.4,1097.3,1097.87,327.99,329.38,331.58,333.29,333.31,332.26,339.18,339.88,337.53,339.18,340.73,335.84,327.99,329.38,331.58,333.29,333.31,332.26,138.12,138.22,138.46,138.71,139.08,139.22,1114.62,1116.86,1118.92,1120.31,1121.77,1122.35,94.1,93.89,93.45,92.65,92.22,92.28,320.82,322.11,323.65,325.24,326.83,328.35,1030.55,1023.4,1025.3,1027.55,1029.7,1031.45,,,,,,,,,,,,
4/22/2011,,,,,,,109.75,110.16,110.52,110.71,110.78,110.8,122.69,122.37,122.03,121.63,121.25,120.86,,,,,,,71.71,69.16,68.51,68.03,68.04,68.14,5.58,5.58,6.16,6.24,4.78,2.23,,,,,,,,,,,,,16.63,15.85,11.97,12.04,12.1,5.55,5.58,5.58,6.16,6.24,4.78,2.23,1087.78,1088.74,1091.11,1093.27,1095.49,1096.22,326.3,327.96,330.19,331.91,332.09,331.19,337.35,338.24,336,337.71,339.4,334.51,326.3,327.96,330.19,331.91,332.08,331.19,137.29,137.72,138,138.28,138.77,138.95,1111.36,1113.82,1115.99,1118.44,1121,1121.74,95.3,94.24,93.4,93.2,93.55,93.66,319.05,320.5,322.19,323.85,325.49,327.11,1009.88,1013.06,1016.06,1018.94,1021.69,1023.56,,,,,,,,,,,,
4/29/2011,,,,,,,112.81,113.3,113.58,113.69,113.7,113.66,124.77,124.46,124.14,123.74,123.34,122.95,,,,,,,73.3,69.8,68.6,67.74,67.72,67.84,6.02,6.02,6.88,7.14,5.53,2.73,,,,,,,,,,,,,18.72,17.65,13.44,13.52,13.59,7.06,6.02,6.02,6.88,7.14,5.53,2.73,1101.53,1101.39,1103.06,1104.69,1106.89,1107.63,330.21,331.88,334.42,336.36,336.31,335.01,342.92,343.51,340.98,342.74,344.37,339.34,330.21,331.88,334.42,336.36,336.31,335.01,139.4,139.38,139.51,139.71,140.18,140.36,1125.34,1126.46,1128.06,1130.54,1132.96,1133.71,97.11,94.87,93.6,93.59,93.79,93.92,322.28,323.92,325.59,327.29,329,330.58,1024.6,1027.85,1031.1,1033.9,1036.5,1038.3,,,,,,,,,,,,
5/6/2011,,,,,,,106.16,106.69,106.99,107.17,107.22,107.24,117.74,117.49,117.22,116.85,116.48,116.12,,,,,,,68.43,65.77,64.98,65,65.17,65.34,6.72,7.64,7.89,6.13,3.14,1.05,,,,,,,,,,,,,17.45,13.84,13.93,14,7.1,7.13,14.34,15.26,15.51,13.75,10.76,8.67,1043.66,1044.07,1045.9,1048.28,1049.4,1050.48,314.71,317.08,318.98,318.8,317.35,316.77,325.44,323.28,325.02,326.67,321.31,322.85,322.33,324.7,326.6,326.42,324.97,324.39,132.21,132.25,132.39,132.58,132.94,133.16,1069.33,1069.78,1071.61,1073.96,1074.74,1075.82,94.09,91.48,90.69,90.68,90.51,90.68,306.37,307.86,309.35,311.06,312.66,314.22,984.75,987.9,991.3,994.25,996.9,998.85,,,,,,,,,,,,
5/13/2011,,,,,,,100.65,101.19,101.56,101.84,102.01,102.11,114.58,114,113.54,113.04,112.56,112.17,,,,,,,71.73,68.13,65.73,65.75,66.06,66.37,9.76,9.49,8.86,7.19,4.57,2.72,,,,,,,,,,,,,17.61,13.79,13.87,13.95,7.47,7.49,16.96,16.69,16.06,14.39,11.77,9.92,1005.76,1005.74,1006.47,1009.28,1010.89,1012.38,305.39,306.41,307.33,307.2,306.08,305.69,313.24,310.71,312.34,313.95,308.98,310.46,312.6,313.61,314.53,314.4,313.28,312.89,127.29,127.39,127.55,127.73,127.87,128.14,1032.34,1032.62,1034.14,1037.19,1037.85,1039.34,98.3,95,93.4,93.66,93.01,93.32,294.34,295.6,296.88,298.45,300.01,301.56,928.55,927.8,931.45,934.95,938,940.1,,,,,,,,,,,,
5/20/2011,,,,,,,98.46,98.97,99.36,99.69,99.92,100.09,111.77,111.08,110.65,110.24,109.9,109.59,,,,,,,71.34,67.58,64.73,64.73,64.63,64.53,10.5,9.75,8.75,6.99,4.26,2.37,,,,,,,,,,,,,15.52,14.66,12.52,12.59,8.07,8.1,17.22,16.47,15.47,13.71,10.98,9.09,987.74,987.6,988.15,991.38,992.88,994.15,300.56,301.22,301.9,301.77,300.68,300.37,305.59,306.13,305.66,307.37,304.5,306.11,307.28,307.94,308.62,308.49,307.41,307.09,125.04,125.17,125.3,125.52,125.91,126.18,1013.72,1014.15,1014.81,1018.31,1020.55,1021.82,97.32,94.13,91.4,91.66,92.31,92.21,288.77,290.14,291.6,293.32,294.98,296.64,911.25,914.85,918.45,921.9,924.65,925.9,,,,,,,,,,,,
5/27/2011,,,,,,,99.89,100.4,100.84,101.17,101.43,101.64,113.53,113.18,112.76,112.39,112.09,111.82,,,,,,,67.81,65.37,63.87,63.81,63.1,62.9,10.11,9.13,8.51,7.45,3.93,2.81,,,,,,,,,,,,,14.24,14.34,10.9,10.96,7.86,7.89,15.43,14.64,13.89,12.77,9.25,8.12,998.52,999.36,1000.83,1003.66,1005.62,1006.69,305.28,305.68,306.76,307.32,305.42,305.87,309.4,310.89,309.14,310.82,309.35,310.96,310.59,310.99,312.07,312.63,310.73,311.19,126.49,126.8,127.02,127.3,127.59,127.82,1025.29,1026.29,1028.34,1031.36,1031.95,1033.23,94.54,92.15,91.11,91.26,90.32,90.11,294.21,295.36,296.76,298.47,300.1,301.72,927.45,930.85,934.2,937.5,939.95,941.15,,,,,,,,,,,,
6/3/2011,,,,,,,100.9,101.48,101.96,102.38,102.73,103.01,115.46,115.11,114.69,114.33,114.04,113.76,,,,,,,64.45,63.3,62.97,62.88,62.85,62.74,8.55,8.23,8.11,4.84,3.4,3.05,,,,,,,,,,,,,14.51,12.62,11.59,9.45,7.94,7.98,10.22,9.91,9.79,6.52,5.07,4.73,1021.53,1023.41,1026.04,1027.58,1028.63,1030.18,312.6,313.9,315.5,313.86,313.98,315.21,318.56,318.28,318.98,318.46,318.52,320.15,314.27,315.57,317.18,315.54,315.66,316.89,129.93,130.24,130.54,130.83,131.04,131.3,1045.47,1047.18,1049.67,1051.17,1052.19,1053.94,91.32,90.07,89.9,89.65,89.37,89.29,304.14,305.13,306.8,308.54,310.16,311.72,951.75,954.7,957.95,960.95,963,964,,,,,,,,,,,,
6/10/2011,,,,,,,100.01,100.58,101.09,101.54,101.93,102.23,117.49,117.07,116.55,116.16,115.89,115.62,,,,,,,62.19,62.19,62.49,62.39,62.39,62.39,7.52,7.52,7.52,2.5,2.5,2.5,,,,,,,,,,,,,11.8,9.69,9.74,6.03,6.06,6.09,7.52,7.52,7.52,2.5,2.5,2.5,1033.77,1036.96,1039.92,1041.24,1042.61,1044.75,317.55,319.34,321.08,317.73,319.23,320.75,321.83,321.5,323.3,321.26,322.79,324.35,317.55,319.34,321.08,317.73,319.23,320.75,131.22,131.63,132.02,132.46,132.59,132.88,1060.48,1063.67,1066.64,1067.95,1069.32,1071.47,88.9,88.9,89.2,89.1,89.1,89.1,308.62,310.03,311.82,313.56,315.23,316.73,965.8,969.1,972.65,975.9,978.05,979.25,,,,,,,,,,,,
6/17/2011,,,,,,,95.89,96.34,96.8,97.2,97.6,97.92,116.72,115.45,115.05,114.77,114.57,114.37,,,,,,,64.49,63.69,63.19,63.39,63.39,63.39,7.16,7.16,7.16,1.8,1.8,1.8,,,,,,,,,,,,,10.13,10.27,10.33,6.63,6.65,6.7,7.16,7.16,7.16,1.8,1.8,1.8,1036.76,1039.47,1041.97,1043.72,1045.07,1047.2,312.63,314.39,316.16,312.6,314.16,315.69,315.59,317.5,319.33,317.43,319.01,320.59,312.63,314.39,316.16,312.6,314.16,315.69,131.45,131.83,132.23,132.63,132.84,133.13,1063.47,1066.18,1068.69,1070.43,1071.78,1073.92,91.2,90.4,89.9,90.1,90.1,90.1,304.07,305.47,307.23,309,310.8,312.36,969.4,973.5,977,979.5,980.75,982.15,,,,,,,,,,,,
6/24/2011,,,,,,,92.85,93.39,93.86,94.31,94.73,95.11,109.85,109.62,109.55,109.52,109.47,109.41,,,,,,,62.39,61.89,61.39,61.94,61.94,61.94,6.8,6.8,6.8,2.13,2.13,2.13,,,,,,,,,,,,,10.67,11.18,11.8,6.83,6.87,6.92,6.8,6.8,6.8,2.13,2.13,2.13,974.18,977.5,980.66,983.54,985.87,988.82,294.65,296.58,298.55,295.86,297.73,299.48,298.52,300.96,303.55,300.57,302.46,304.27,294.65,296.58,298.55,295.86,297.73,299.48,123.5,123.94,124.41,124.91,125.22,125.62,1000.9,1004.21,1007.37,1010.25,1012.58,1015.53,89.1,88.6,88.1,88.65,88.65,88.65,286.18,287.85,289.78,291.75,293.73,295.6,908.75,913.1,916.95,920.2,922.3,924.75,,,,,,,,,,,,
7/1/2011,,,,,,,93.73,94.28,94.82,95.36,95.85,96.28,110.28,110.22,110.37,110.52,110.61,110.65,,,,,,,71.87,71.07,70.54,71.07,71.07,71.07,6.8,6.85,6,2.52,2.52,3.12,,,,,,,,,,,,,10.82,11.66,11.51,7.59,7.63,8.24,6.8,6.85,6,2.52,2.52,3.12,979.65,982.1,984.53,987.38,989.94,992.65,295.67,297.51,298.57,297.02,298.9,301.04,299.7,302.32,304.07,302.09,304.01,306.16,295.67,297.51,298.57,297.02,298.9,301.04,123.38,123.8,124.22,124.56,124.9,125.24,998.84,1001.29,1003.72,1006.57,1009.12,1012.73,91.05,90.25,89.73,90.25,90.25,91.15,287.36,288.87,290.66,292.57,294.5,296.38,904.75,908.25,911.65,914.4,916.7,919.2,,,,,,,,,,,,
7/8/2011,,,,,,,97.1,97.59,98.05,98.54,99,99.45,115.11,114.68,114.68,114.77,114.82,114.79,,,,,,,70.03,70.08,71.05,71.15,71.25,71.25,6.25,6.5,2.47,2.04,2.24,3.38,,,,,,,,,,,,,10.73,11.67,7.97,8,8.06,10.86,6.25,6.5,2.47,2.04,2.24,3.38,1014.97,1017.78,1020.72,1022.92,1025.49,1027.19,308.47,310.29,308.07,309.43,311.3,312.88,312.95,315.47,313.57,315.4,317.12,320.35,308.47,310.29,308.07,309.43,311.3,312.88,128.21,128.69,129.06,129.42,129.72,129.82,1034.14,1036.97,1039.81,1041.91,1044.79,1050.61,89.2,89.27,90.14,90.14,90.55,94.67,302.96,304.39,305.95,307.76,309.55,311.22,939.45,943.05,945.95,948.4,950.3,952.5,,,,,,,,,,,,
7/15/2011,,,,,,,96.71,97.13,97.56,98.05,98.59,99.1,117.87,116.96,116.99,117.13,117.21,117.22,,,,,,,69.02,68.92,71.04,71.04,71.04,71.04,6.25,6.5,2.75,2.25,1.75,3.25,,,,,,,,,,,,,8.45,8.55,8.23,7.55,7.59,9.4,9.3,9.55,5.8,5.3,4.8,6.3,1042.58,1044.73,1048.34,1049.93,1051.92,1053.14,316.99,318.57,316.46,317.59,318.58,320.28,319.2,320.63,321.93,322.89,324.42,326.43,320.04,321.62,319.51,320.64,321.63,323.33,131.64,132.11,132.57,132.91,133.16,133.34,1061.74,1063.89,1067.5,1069.09,1071.08,1077.13,88.18,88.08,90.2,90.2,90.2,95.03,309.55,310.74,312.07,313.71,315.34,316.83,970.05,973.45,975.55,977.2,978.8,980.7,,,,,,,,,,,,
7/22/2011,,,,,,,98.11,98.43,98.82,99.24,99.66,100.08,117.49,117.39,117.49,117.56,117.56,117.49,,,,,,,68.02,68.52,72.82,72.82,72.82,72.82,6.05,6.2,3.73,1.85,0.9,3.25,,,,,,,,,,,,,6.76,8.25,8.15,7.45,7.49,8.17,9.75,9.9,7.43,5.55,4.6,6.95,1047.33,1050.68,1056.72,1058.36,1060.32,1061.35,317.8,319.34,318.5,318.22,318.77,321.23,318.51,321.39,322.92,323.82,325.36,326.15,321.5,323.04,322.2,321.92,322.46,324.93,132.2,132.75,133.27,133.71,134.08,134.29,1065.91,1069.26,1075.3,1076.94,1078.9,1084.78,86.6,87.1,91.4,91.4,91.4,96.25,310.43,311.75,313.14,314.77,316.37,317.87,977.45,980.3,982.9,984.4,986.1,988.2,,,,,,,,,,,,
7/29/2011,,,,,,,97.87,98.29,98.76,99.22,99.63,100.02,117.55,117.38,117.41,117.42,117.39,117.32,,,,,,,69.25,69.85,75.05,75.05,75.05,75.05,5.75,5.75,4.08,1.25,0.75,3.25,,,,,,,,,,,,,3.79,3.79,6.13,6.03,6.07,6.97,9.8,9.8,8.13,5.3,4.8,7.3,1047.2,1050.3,1057.12,1058.6,1060.4,1061.42,316.83,318.28,318.25,316.97,317.94,320.62,314.87,316.32,320.3,321.75,323.26,324.34,320.88,322.33,322.3,321.02,321.99,324.67,132.14,132.68,133.13,133.56,133.94,134.11,1065.65,1068.74,1075.57,1077.05,1078.85,1083.17,87.7,88.3,93.5,93.5,93.5,96.8,310.1,311.08,312.53,314.17,315.72,317.19,976.35,978.8,981.1,982.55,984.05,986,,,,,,,,,,,,
8/5/2011,,,,,,,90.82,91.24,91.7,92.17,92.62,93.08,112.62,112.46,112.45,112.44,112.42,112.38,,,,,,,68.45,72.25,75.85,75.85,75.85,75.85,5.75,4.25,2,1.75,3.25,4.25,,,,,,,,,,,,,4.42,5.92,3.36,3.38,6.66,6.64,7.58,6.08,3.83,3.58,5.08,6.08,1017.14,1020.97,1024.88,1025.91,1026.71,1026.8,307.81,307.68,306.76,307.82,309.41,309.49,306.49,309.35,308.12,309.45,312.82,311.87,309.65,309.51,308.59,309.65,311.24,311.32,128.39,128.79,129.12,129.4,129.43,129.44,1035.59,1039.42,1043.33,1044.36,1048.46,1048.55,86.9,90.7,94.3,94.3,97.6,97.6,300.87,302.06,303.43,304.76,306.07,306.16,947.8,948.55,948.75,948.7,949.2,950.5,,,,,,,,,,,,
