,DOESDIST Index,DOESDIS1 Index,DOESDIS2 Index,DOESDIS3 Index,DOESDIS4 Index,DOESDIS5 Index,DOESJETK Index,DOESJET1 Index,DOESJET2 Index,DOESJET3 Index,DOESJET4 Index,DOESJET5 Index,DOEPPERC Index,DOEPPCP1 Index,DOEPPCP2 Index,DOEPPCP3 Index,DOEPPCP4 Index,DOEPPCP5 Index,DOEPCRIN Index,DOEPCRP1 Index,DOEPCRP2 Index,DOEPCRP3 Index,DOEPCRP4 Index,DOEPCRP5 Index,DOEPGRIN Index,DOEPGRP1 Index,DOEPGRP2 Index,DOEPGRP3 Index,DOEPGRP4 Index,DOEPGRP5 Index,DOEPOPCP Index,DOEPOPP1 Index,DOEPOPP2 Index,DOEPOPP3 Index,DOEPOPP4 Index,DOEPOPP5 Index,DOEBKJET Index,DOEBDIST Index,DOEINICR Index,DOEINIPR Index,DOESTCRD Index,DOESTMGS Index,DOESFETH Index,DOESRESD Index,DOESPPEX Index,DOESOTHE Index,DOESESPR Index,DOESISPR Index,DOEICISP Index,DOEICESP Index,DOEICRP1 Index,DOEICRP2 Index,DOEICRP3 Index,DOEICRP4 Index,DOEICRP5 Index,DOEISPR Index,DOEISPRO Index,DOEIMGAS Index,DOEIGAS1 Index,DOEIGAS2 Index,DOEIGAS3 Index,DOEIGAS4 Index,DOEIGAS5 Index,DOEIFMOG Index,DOEIFMP1 Index,DOEIFMP2 Index,DOEIFMP3 Index,DOEIFMP4 Index,DOEIFMP5 Index,DOEIREFM Index,DOEIREF1 Index,DOEIREF2 Index,DOEIREF3 Index,DOEIREF4 Index,DOEIREF5 Index,DOEIREWA Index,DOEIREA1 Index,DOEIREA2 Index,DOEIREA3 Index,DOEIREA4 Index,DOEIREA5 Index,DOEIOTRF Index,DOEIRFO1 Index,DOEIRFO2 Index,DOEIRFO3 Index,DOEIRFO4 Index,DOEIRFO5 Index,DOEIOTHF Index,DOEICON1 Index,DOEICON2 Index,DOEICON3 Index,DOEICON4 Index,DOEICON5 Index,DOEICOWA Index,DOEICWA1 Index,DOEICWA2 Index,DOEICWA3 Index,DOEICWA4 Index,DOEICWA5 Index,DOEIED55 Index,DOEIE5P1 Index,DOEIE5P2 Index,DOEIE5P3 Index,DOEIE5P4 Index,DOEIE5P5 Index,DOEIGE55 Index,DOEIGEP1 Index,DOEIGEP2 Index,DOEIGEP3 Index,DOEIGEP4 Index,DOEIGEP5 Index,DOEICOOT Index,DOEIOCP1 Index,DOEIOCP2 Index,DOEIOCP3 Index,DOEIOCP4 Index,DOEIOCP5 Index,DOEIBLND Index,DOEIBCP1 Index,DOEIBCP2 Index,DOEIBCP3 Index,DOEIBCP4 Index,DOEIBCP5 Index,DOEIRBOB Index,DOEIRBP1 Index,DOEIRBP2 Index,DOEIRBP3 Index,DOEIRBP4 Index,DOEIRBP5 Index,DOEICBOB Index,DOEICBP1 Index,DOEICBP2 Index,DOEICBP3 Index,DOEICBP4 Index,DOEICBP5 Index,DOEIGTAB Index,DOEIGTP1 Index,DOEIGTP2 Index,DOEIGTP3 Index,DOEIGTP4 Index,DOEIGTP5 Index,DOEIOTBL Index,DOEIABP1 Index,DOEIABP2 Index,DOEIABP3 Index,DOEIABP4 Index,DOEIABP5 Index,DOEIFETH Index,DOEIFEP1 Index,DOEIFEP2 Index,DOEIFEP3 Index,DOEIFEP4 Index,DOEIFEP5 Index,DOEIJETK Index,DOEIJET1 Index,DOEIJET2 Index,DOEIJET3 Index,DOEIJET4 Index,DOEIJET5 Index,DOEIDIST Index,DOEIDIS1 Index,DOEIDIS2 Index,DOEIDIS3 Index,DOEIDIS4 Index,DOEIDIS5 Index,DOEIDL15 Index,DOEIL151 Index,DOEIL152 Index,DOEIL153 Index,DOEIL154 Index,DOEIL155 Index,DOEIDG15 Index,DOEIG151 Index,DOEIG152 Index,DOEIG153 Index,DOEIG154 Index,DOEIG155 Index,DOEIDG52 Index,DOEIG521 Index,DOEIG522 Index,DOEIG523 Index,DOEIG524 Index,DOEIG525 Index,DOEIDIG2 Index,DOEIDG21 Index,DOEIDG22 Index,DOEIDG23 Index,DOEIDG24 Index,DOEIDG25 Index,DOEIRESD Index,DOEIRES1 Index,DOEIRES2 Index,DOEIRES3 Index,DOEIRES4 Index,DOEIRES5 Index,DOEIPPPR Index,DOEIPRP1 Index,DOEIPRP2 Index,DOEIPRP3 Index,DOEIPR45 Index,DOEIOTOI Index,DOEIOOP1 Index,DOEIOOP2 Index,DOEIOOP3 Index,DOEIOOP4 Index,DOEIOOP5 Index,DOEIKERO Index,DOEILRGS Index,DOEITRPR Index,DOEITRP1 Index,DOEITRP2 Index,DOEITRP3 Index,DOEITRP4 Index,DOEITRP5 Index,DOEIGISP Index,DOEIGIP1 Index,DOEIGIP2 Index,DOEIGIP3 Index,DOEIGIP4 Index,DOEIGIP5 Index
5/11/2018,114946,32131,29644,36777,3671,12723,41267,9749,7192,14358,692,9277,91.1,96,98.7,89.1,83.6,86.8,16635,1167,4025,8596,573,2273,16917,1175,4017,8690,571,2463,18567,1224,4071,9752,683,2838,216,899,5035,-2467,1094391,232014,21505,32790,37453,270285,1185519,1847556,7601,7601,618,2718,2464,331,1469,0,0,721,528,8,63,5,117,11,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,3,710,521,8,63,5,114,227,181,0,0,0,46,68,62,0,0,0,6,63,63,0,0,0,0,352,214,8,63,5,62,0,0,0,0,0,0,137,64,0,0,0,74,77,65,0,0,0,12,77,65,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,75,0,149,0,25,129,35,45,0,48,860,250,37,462,0,111,0,41,2172,1017,90,674,10,382,9773,1634,2809,3139,341,1851
5/18/2018,113995,29952,29607,38690,3571,12175,40556,10968,6982,13093,717,8796,91.8,93.1,99.3,90.7,87.1,85.3,16628,1131,4045,8608,598,2246,17049,1139,4044,8849,595,2422,18567,1224,4071,9752,683,2838,203,1461,6411,-2274,1099468,233897,22129,30949,38314,271500,1192250,1853586,8159,8159,1368,2861,2135,294,1501,0,0,1063,873,5,131,1,52,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1055,865,5,131,1,52,177,177,0,0,0,0,42,42,0,0,0,0,248,248,0,0,0,0,589,399,5,131,1,52,0,0,0,0,0,0,150,48,0,0,0,103,24,24,0,0,0,0,24,23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,303,100,0,142,0,62,95,24,34,0,37,1225,298,29,771,0,127,0,17,2859,1367,68,1043,7,375,11018,2735,2929,3179,301,1876
5/25/2018,114629,31716,30348,36735,3742,12088,40201,10071,6748,13933,688,8761,93.9,96.8,100,93.4,89.9,86.7,17155,1183,4074,8978,616,2304,17436,1185,4073,9103,614,2461,18567,1224,4071,9752,683,2838,103,1123,5452,-1983,1095289,234431,21263,32504,40159,273330,1194005,1854782,7631,7631,597,2778,2550,289,1417,0,0,959,771,2,164,3,18,22,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0,0,0,12,936,761,2,164,3,6,255,255,0,0,0,0,97,91,0,0,0,6,174,128,0,45,0,0,411,286,2,119,3,0,0,0,0,0,0,0,115,37,0,0,0,78,237,199,0,0,2,37,228,189,0,0,2,37,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,470,111,9,309,0,41,110,28,43,0,39,769,34,22,610,3,100,0,14,2660,1180,75,1084,15,306,10291,1777,2853,3634,304,1724
6/1/2018,116794,32241,31578,36898,3785,12293,40930,11791,6919,12848,758,8614,95.4,93.3,101.3,94.6,88.9,92,17369,1140,4123,9047,610,2449,17707,1142,4124,9222,607,2611,18567,1224,4071,9752,683,2838,248,1659,6632,-3456,1096752,239034,21897,32228,44152,275181,1209761,1869929,8346,8346,817,2970,2662,356,1541,0,0,777,585,1,187,5,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,769,576,1,187,5,0,123,123,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,621,428,1,187,5,0,0,0,0,0,0,0,150,105,0,0,0,45,146,99,0,45,2,0,141,95,0,45,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,192,51,0,85,0,56,135,23,79,0,33,460,62,24,347,2,26,0,17,1861,925,104,664,14,154,10207,1742,3074,3326,370,1695
6/8/2018,114693,30758,30156,37620,3602,12558,42747,12223,7126,13620,754,9024,95.7,92.7,97,94.8,92.5,99.2,17505,1134,3970,9114,631,2655,17798,1135,3971,9246,632,2815,18589,1224,4092,9752,683,2838,238,1111,6069,-2069,1092609,236763,22174,30803,47971,277505,1207971,1868139,8099,8099,614,2834,2762,382,1507,0,0,824,672,4,136,2,10,14,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,2,811,660,4,136,2,9,119,119,0,0,0,0,53,45,0,0,0,9,164,164,0,0,0,0,475,333,4,136,2,0,0,0,0,0,0,0,159,44,0,0,0,116,104,73,2,10,1,19,93,63,2,10,1,18,0,0,0,0,0,0,11,10,0,0,0,2,0,0,0,0,0,0,254,98,0,147,0,8,86,23,33,0,30,1187,258,20,746,2,162,0,31,2613,1167,59,1039,10,340,10712,1781,2893,3801,392,1847
6/15/2018,117408,32561,30329,38202,3737,12581,41761,11173,6965,14179,740,8704,96.7,94.2,97,97.1,93.3,97.3,17701,1151,3970,9319,640,2620,17983,1153,3968,9464,637,2761,18589,1224,4092,9752,683,2838,273,1304,5868,-3326,1086543,240040,21647,31623,51381,275078,1208163,1868179,8242,8242,989,2729,2838,427,1260,0,0,850,703,1,133,1,12,13,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,3,837,693,1,133,1,9,199,199,0,0,0,0,20,12,0,0,0,9,167,125,0,43,0,0,450,358,1,90,1,0,0,0,0,0,0,0,230,83,0,0,0,147,49,42,6,0,1,1,46,39,6,0,1,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,222,99,0,87,0,36,96,28,27,0,40,450,38,17,359,3,33,0,31,1897,993,51,578,12,263,10139,1982,2780,3416,440,1522
6/22/2018,117423,31716,30080,39067,3842,12719,41944,12122,6735,13555,673,8858,97.5,97.4,96.7,97.6,97.6,98.2,17816,1190,3958,9373,670,2626,18124,1192,3958,9522,666,2787,18589,1224,4092,9752,683,2838,220,1836,5356,-3500,1076652,241196,21674,31193,55825,275172,1203603,1863619,8356,8356,1177,2641,2821,388,1330,0,0,988,876,1,94,3,15,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,978,866,1,94,3,15,239,239,0,0,0,0,20,13,0,0,0,7,143,143,0,0,0,0,576,471,1,94,3,8,0,0,0,0,0,0,51,45,0,0,0,7,54,46,0,0,0,8,43,35,0,0,0,7,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,134,36,0,57,0,41,88,30,24,0,34,729,73,35,435,2,183,0,33,2044,1106,61,585,14,280,10400,2284,2701,3406,402,1609
6/29/2018,117557,33825,29199,38031,3680,12821,40965,10470,6680,14192,635,8987,97.1,99.1,96.3,97.6,93.9,96.6,17653,1210,3946,9270,647,2580,18051,1212,3939,9516,641,2742,18589,1224,4092,9752,683,2838,242,1410,6719,-2813,1077897,239691,21975,29646,58905,277960,1206904,1866920,9055,9055,819,2851,3369,352,1664,0,0,648,558,2,35,3,50,11,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,3,637,551,2,35,3,47,179,179,0,0,0,0,40,32,0,0,0,9,99,99,0,0,0,0,320,242,2,35,3,38,0,0,0,0,0,0,126,29,0,0,0,97,92,62,4,0,0,26,87,58,4,0,0,25,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,265,106,0,107,0,52,104,32,39,0,33,1091,113,54,771,1,151,0,27,2327,900,99,913,11,403,11382,1720,2950,4282,363,2067
7/6/2018,121682,33845,31806,39285,3845,12899,40269,11553,6569,12873,679,8595,96.7,98.5,95,97,94.4,97.7,17652,1203,3893,9315,648,2592,17981,1205,3889,9470,645,2773,18599,1224,4092,9762,683,2838,218,1152,5404,-3734,1065263,238997,22393,27733,61242,279819,1199733,1859748,7431,7431,621,2929,2235,263,1384,0,0,853,748,1,95,3,8,17,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,8,836,738,1,95,3,0,156,156,0,0,0,0,12,12,0,0,0,0,198,198,0,0,0,0,470,372,1,95,3,0,0,0,0,0,0,0,119,96,0,0,0,23,104,54,1,47,1,0,93,44,1,47,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,219,83,0,92,0,45,117,22,63,0,32,480,35,26,392,1,27,0,12,1893,1038,91,625,12,128,9324,1658,3019,2860,274,1512
7/13/2018,121311,35990,31557,36777,3946,13040,40768,10904,6662,14401,632,8169,94.3,93.1,93.2,94.2,94.7,96.7,17239,1130,3818,9053,650,2589,17536,1139,3813,9194,647,2743,18599,1224,4092,9762,683,2838,220,1226,7605,-2687,1071098,235832,21768,28076,62724,281641,1205736,1865750,9066,9066,1304,2745,2894,360,1763,0,0,657,628,1,0,3,25,14,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,3,643,617,1,0,3,21,81,81,0,0,0,0,81,81,0,0,0,0,129,129,0,0,0,0,352,326,1,0,3,21,0,0,0,0,0,0,171,19,0,0,0,152,140,109,0,0,2,28,133,103,0,0,2,28,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,324,116,1,157,0,51,85,23,31,0,31,679,32,33,589,1,24,0,27,2055,927,66,746,10,306,11121,2231,2811,3640,370,2069
7/20/2018,121210,36019,31382,37170,4084,12556,39785,10381,6881,13401,660,8462,93.8,92.7,93.3,92.6,97.1,98.7,17285,1132,3821,9040,666,2627,17451,1135,3816,9035,663,2802,18599,1224,4092,9762,683,2838,234,1211,5087,-2883,1064951,233504,21653,28392,61766,282044,1196007,1856021,7770,7770,749,2504,2830,363,1325,0,0,844,719,0,108,10,7,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,814,689,0,108,10,7,168,168,0,0,0,0,19,12,0,0,0,7,148,132,0,16,0,0,479,377,0,92,10,0,0,0,0,0,0,0,130,23,0,0,0,107,207,121,0,0,2,85,161,75,0,0,2,83,0,0,0,0,0,0,47,45,0,0,0,1,0,0,0,0,0,0,220,94,0,118,0,7,133,31,54,0,48,951,96,35,628,2,190,0,36,2485,1083,90,854,20,438,10255,1831,2593,3684,383,1762
7/27/2018,124193,37294,31854,38562,4098,12385,41117,10618,7004,13733,796,8965,96.1,94.7,99.1,94.6,96.2,97.7,17480,1153,4060,9016,662,2589,17880,1159,4056,9234,657,2774,18599,1224,4092,9762,683,2838,234,1279,6439,-2732,1068754,230968,21967,28720,63514,284606,1206587,1866601,7749,7749,772,2797,2666,283,1231,0,0,752,609,0,86,4,52,13,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,3,739,600,0,86,4,49,95,95,0,0,0,0,74,66,0,0,0,8,113,113,0,0,0,0,457,325,0,86,4,41,0,0,0,0,0,0,123,29,0,0,0,94,157,145,0,0,1,12,153,141,0,0,1,12,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,340,67,12,205,0,56,115,34,54,0,27,810,46,43,602,2,116,0,47,2296,931,109,893,13,350,10045,1703,2906,3559,296,1582
8/3/2018,125423,39742,32427,37048,3780,12425,39735,9368,6829,14419,762,8357,96.6,93.8,99.4,97.3,85.4,94.4,17598,1145,4076,9288,585,2504,17973,1148,4066,9496,583,2679,18599,1224,4092,9762,683,2838,269,1228,6081,-2908,1067402,233868,22923,28305,63533,285839,1209862,1869875,7931,7931,776,2816,2564,366,1408,0,0,935,799,3,53,4,75,143,76,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,76,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,76,0,0,0,66,792,723,3,53,4,9,381,381,0,0,0,0,20,11,0,0,0,9,80,80,0,0,0,0,312,251,3,53,4,0,0,0,0,0,0,0,109,109,0,0,0,0,169,123,38,0,9,0,168,122,38,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,292,82,1,119,0,90,86,32,28,0,26,703,152,37,379,4,131,15,32,2294,1298,107,551,23,316,10225,2059,2922,3116,389,1724
8/10/2018,128989,39923,32770,39762,3633,12900,40478,10139,7171,14036,704,8428,98.1,93.1,98.9,99.7,85.5,96.6,17981,1128,4044,9649,587,2572,18243,1139,4046,9733,584,2741,18599,1224,4092,9762,683,2838,166,1043,7422,-3170,1074207,233128,23017,28654,66825,289064,1227306,1887319,9014,9014,1257,2771,2334,438,2214,0,0,663,582,2,35,5,39,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,601,520,2,35,5,39,277,277,0,0,0,0,33,26,0,0,0,7,18,18,0,0,0,0,273,199,2,35,5,32,0,0,0,0,0,0,158,36,0,0,0,123,174,157,6,0,4,7,149,132,6,0,4,7,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,187,12,0,107,0,69,114,31,56,0,27,811,164,39,515,3,89,0,32,2107,982,103,657,18,348,11121,2239,2874,2991,456,2562
8/17/2018,130838,42202,32596,39910,3450,12680,41595,8593,7424,15762,723,9092,98.1,88.6,99.7,99.4,85.9,97.9,17892,1080,4077,9551,591,2592,18236,1085,4078,9708,587,2779,18599,1224,4092,9762,683,2838,195,1242,6363,-2770,1068370,234328,23259,28287,65732,289266,1224772,1884784,7518,7518,668,2896,2261,332,1361,0,0,817,748,2,43,6,17,56,47,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,47,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,47,0,0,0,8,761,701,2,43,6,8,196,196,0,0,0,0,62,54,0,0,0,8,119,119,0,0,0,0,384,332,2,43,6,0,0,0,0,0,0,0,188,61,0,0,0,127,145,49,57,0,4,36,122,26,57,0,4,36,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,473,187,0,203,0,83,94,33,30,0,30,886,51,38,728,4,65,0,29,2603,1131,127,975,21,351,10121,1799,3023,3235,353,1713
8/24/2018,130001,41647,32778,39588,3649,12339,41287,10163,7453,14155,615,8900,96.3,88.2,100,95.8,88.3,98.4,17566,1073,4087,9185,605,2616,17919,1080,4090,9352,603,2794,18599,1224,4092,9762,683,2838,226,1136,5706,-2174,1065804,232774,23061,28107,68240,290636,1223058,1883070,7485,7485,340,2825,2914,325,1081,0,0,868,844,3,3,4,13,18,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,0,0,0,5,850,831,3,3,4,8,259,259,0,0,0,0,86,78,0,0,0,8,208,208,0,0,0,0,297,286,3,3,4,0,8,0,0,0,0,8,197,62,0,0,0,135,274,243,22,0,6,1,266,239,19,0,6,1,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,194,146,12,32,0,4,134,59,46,0,30,998,156,40,655,4,142,0,39,2673,1511,123,691,21,325,10158,1851,2949,3605,346,1398
8/31/2018,133120,41742,34447,41053,3334,12544,41990,10952,7720,13685,701,8933,96.6,88.6,98,97.2,90.3,97.4,17647,1077,4010,9340,614,2606,17963,1085,4012,9484,617,2765,18599,1224,4092,9762,683,2838,100,989,6206,-1751,1061502,234619,22703,27755,70572,291529,1226610,1886622,7714,7714,658,2658,2490,457,1450,0,0,988,902,8,46,3,29,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,0,0,0,0,890,804,8,46,3,29,204,204,0,0,0,0,79,50,0,0,0,29,127,127,0,0,0,0,481,423,8,46,3,0,32,0,0,0,0,32,129,29,0,0,0,100,286,178,83,0,7,18,281,175,82,0,7,18,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,137,45,0,85,0,7,102,33,40,0,30,636,79,42,377,2,136,0,39,2310,1266,173,508,18,346,10024,1923,2831,2998,475,1764
9/7/2018,139283,44148,36282,42243,3638,12973,44343,10049,8284,15688,725,9598,97.6,92.8,97.4,98.6,93.3,97.6,17857,1130,3985,9506,641,2595,18150,1136,3987,9621,637,2770,18599,1224,4092,9762,683,2838,220,1418,5763,-1932,1056205,235869,22894,28302,71835,295193,1236720,1896731,7591,7591,917,2710,2147,303,1514,0,0,1053,947,13,89,3,0,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,156,0,0,0,0,896,791,13,89,3,0,163,163,0,0,0,0,78,78,0,0,0,0,146,146,0,0,0,0,510,405,13,89,3,0,0,0,0,0,0,0,194,43,0,0,0,151,50,35,4,0,3,9,45,29,4,0,3,9,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,328,60,0,135,0,133,122,30,57,0,34,1182,109,76,924,0,73,0,79,2928,1224,150,1148,12,394,10519,2141,2860,3295,315,1908
9/14/2018,140122,42958,37632,42712,3785,13035,45207,11245,8073,15081,763,10045,95.4,84.9,96.1,96.5,94.8,95.4,17415,1027,3932,9266,649,2541,17748,1039,3933,9423,647,2706,18599,1224,4092,9762,683,2838,172,1326,5657,-2894,1054147,234150,22746,27841,72966,297350,1236305,1896315,8024,8024,1047,2680,2690,436,1171,0,0,561,537,10,12,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,551,528,10,12,1,0,156,156,0,0,0,0,0,0,0,0,0,0,93,93,0,0,0,0,303,279,10,12,1,0,0,0,0,0,0,0,275,62,0,0,0,213,141,113,7,0,1,20,130,104,5,0,1,20,0,0,0,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,323,145,1,116,0,62,154,23,80,0,52,876,161,26,536,1,153,0,34,2329,1041,123,664,14,488,10353,2088,2803,3353,450,1659
9/21/2018,137881,43570,37230,40787,3754,12541,46641,11436,8492,15852,759,10102,90.4,77.6,83.2,93.3,92.6,95.9,16514,945,3450,8932,628,2559,16816,950,3405,9106,632,2723,18599,1224,4092,9762,683,2838,152,1148,5162,-2917,1055999,235680,22629,28994,74556,296584,1240756,1900766,7802,7802,613,2690,2669,386,1444,0,0,863,781,14,64,1,3,68,64,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,64,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,64,0,0,0,3,796,717,14,64,1,0,186,186,0,0,0,0,15,15,0,0,0,0,181,181,0,0,0,0,413,334,14,64,1,0,0,0,0,0,0,0,199,162,0,0,0,37,124,113,10,0,0,1,116,108,7,0,0,1,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,0,0,337,126,0,77,0,134,114,34,44,0,36,643,68,55,451,2,67,0,55,2280,1284,123,592,10,272,10082,1896,2813,3261,396,1717
9/28/2018,136131,43060,35363,41159,3783,12766,46223,11984,8001,15256,730,10252,90.4,79.1,78.9,94,98.7,97.5,16591,957,3314,9051,674,2595,16808,968,3228,9172,674,2767,18599,1224,4092,9762,683,2838,121,1564,6242,-3177,1063974,235221,23445,27999,76592,297009,1248714,1908724,7965,7965,858,2539,2570,409,1589,0,0,713,627,7,33,4,41,99,96,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,96,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,96,0,0,0,3,613,531,7,33,4,38,157,157,0,0,0,0,87,67,0,0,0,20,82,82,0,0,0,0,288,224,7,33,4,19,0,0,0,0,0,0,165,109,0,0,0,56,162,125,7,27,1,2,123,117,4,0,1,2,0,0,0,0,0,0,39,8,4,27,0,0,0,0,0,0,0,0,368,51,10,174,0,133,96,23,41,0,33,994,130,25,701,0,137,0,27,2498,1064,91,935,12,395,10463,1922,2629,3505,421,1985
10/5/2018,133465,43312,32637,40927,3519,13069,47367,11836,8219,16251,738,10323,88.8,68.9,73.3,95.2,99.4,95.2,16239,827,3088,9123,680,2521,16518,843,3000,9296,679,2701,18599,1224,4092,9762,683,2838,204,967,4821,-2491,1068655,236172,24021,29042,78223,299717,1259996,1918700,7397,7397,404,2585,2601,351,1456,0,0,693,567,8,108,3,6,150,144,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,144,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,144,0,0,0,6,543,424,8,108,3,0,132,132,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,0,366,292,8,64,3,0,71,0,0,0,0,71,166,71,0,0,0,95,187,156,13,0,2,17,179,150,11,0,2,17,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,258,201,1,49,0,7,124,24,58,0,43,908,28,25,775,2,79,0,51,2408,1047,104,932,19,306,9805,1451,2689,3533,370,1690
