period,PADD4_stocks,PADD4_runs,PADD4_prod,PADD4_imp,PADD4_JET_YIELD
2017-06-16,771.0,598.0,34.0,0.0,0.056856187290969896
2017-06-23,702.0,601.0,36.0,0.0,0.059900166389351084
2017-06-30,759.0,613.0,39.0,0.0,0.0636215334420881
2017-07-07,653.0,660.0,35.0,0.0,0.05303030303030303
2017-07-14,557.0,628.0,37.0,0.0,0.0589171974522293
2017-07-21,631.0,646.0,44.0,0.0,0.06811145510835913
2017-07-28,658.0,663.0,39.0,0.0,0.058823529411764705
2017-08-04,614.0,675.0,42.0,0.0,0.06222222222222222
2017-08-11,671.0,636.0,42.0,0.0,0.0660377358490566
2017-08-18,656.0,636.0,40.0,0.0,0.06289308176100629
2017-08-25,723.0,682.0,37.0,0.0,0.054252199413489736
2017-09-01,636.0,680.0,39.0,0.0,0.057352941176470586
2017-09-08,689.0,686.0,37.0,0.0,0.05393586005830904
2017-09-15,749.0,678.0,40.0,0.0,0.058997050147492625
2017-09-22,814.0,678.0,33.0,0.0,0.048672566371681415
2017-09-29,780.0,675.0,34.0,0.0,0.05037037037037037
2017-10-06,825.0,671.0,36.0,0.0,0.05365126676602087
2017-10-13,792.0,657.0,31.0,0.0,0.0471841704718417
2017-10-20,758.0,649.0,34.0,0.0,0.05238828967642527
2017-10-27,794.0,598.0,38.0,0.0,0.06354515050167224
2017-11-03,828.0,585.0,32.0,0.0,0.0547008547008547
2017-11-10,746.0,590.0,34.0,0.0,0.0576271186440678
2017-11-17,749.0,598.0,33.0,0.0,0.05518394648829431
2017-11-24,725.0,571.0,32.0,0.0,0.05604203152364273
2017-12-01,668.0,571.0,25.0,0.0,0.043782837127845885
2017-12-08,696.0,557.0,29.0,0.0,0.05206463195691203
2017-12-15,660.0,554.0,30.0,0.0,0.05415162454873646
2017-12-22,677.0,605.0,34.0,0.0,0.05619834710743802
2017-12-29,808.0,628.0,41.0,0.0,0.06528662420382166
2018-01-05,742.0,610.0,35.0,0.0,0.05737704918032787
2018-01-12,733.0,615.0,32.0,0.0,0.05203252032520325
2018-01-19,733.0,628.0,37.0,0.0,0.0589171974522293
2018-01-26,712.0,628.0,37.0,0.0,0.0589171974522293
2018-02-02,613.0,630.0,32.0,0.0,0.050793650793650794
2018-02-09,604.0,664.0,35.0,0.0,0.05271084337349398
2018-02-16,808.0,664.0,39.0,0.0,0.058734939759036146
2018-02-23,823.0,656.0,35.0,0.0,0.053353658536585365
2018-03-02,803.0,640.0,42.0,0.0,0.065625
2018-03-09,832.0,634.0,40.0,0.0,0.06309148264984227
2018-03-16,804.0,650.0,37.0,0.0,0.05692307692307692
2018-03-23,653.0,625.0,37.0,0.0,0.0592
2018-03-30,673.0,580.0,37.0,0.0,0.06379310344827586
2018-04-06,649.0,615.0,40.0,0.0,0.06504065040650407
2018-04-13,662.0,579.0,26.0,0.0,0.044905008635578586
2018-04-20,562.0,544.0,33.0,0.0,0.06066176470588235
2018-04-27,675.0,566.0,37.0,0.0,0.06537102473498234
2018-05-04,664.0,557.0,40.0,0.0,0.0718132854578097
2018-05-11,692.0,571.0,35.0,0.0,0.06129597197898424
2018-05-18,717.0,595.0,34.0,0.0,0.05714285714285714
2018-05-25,688.0,614.0,35.0,0.0,0.057003257328990226
2018-06-01,758.0,607.0,36.0,0.0,0.05930807248764415
2018-06-08,754.0,632.0,36.0,0.0,0.056962025316455694
2018-06-15,740.0,637.0,38.0,0.0,0.059654631083202514
2018-06-22,673.0,666.0,35.0,0.0,0.052552552552552555
2018-06-29,635.0,641.0,37.0,0.0,0.057722308892355696
2018-07-06,679.0,645.0,40.0,0.0,0.06201550387596899
2018-07-13,632.0,647.0,40.0,0.0,0.061823802163833076
2018-07-20,660.0,663.0,37.0,0.0,0.05580693815987934
2018-07-27,796.0,657.0,46.0,0.0,0.0700152207001522
2018-08-03,762.0,583.0,33.0,0.0,0.05660377358490566
2018-08-10,704.0,584.0,35.0,0.0,0.059931506849315065
2018-08-17,723.0,587.0,35.0,0.0,0.059625212947189095
2018-08-24,615.0,603.0,41.0,0.0,0.06799336650082918
2018-08-31,701.0,617.0,37.0,0.0,0.059967585089141004
2018-09-07,725.0,637.0,35.0,0.0,0.054945054945054944
2018-09-14,763.0,647.0,33.0,0.0,0.05100463678516229
2018-09-21,759.0,632.0,35.0,0.0,0.055379746835443035
2018-09-28,730.0,674.0,36.0,0.0,0.05341246290801187
2018-10-05,738.0,679.0,33.0,0.0,0.048600883652430045
2018-10-12,808.0,673.0,35.0,0.0,0.05200594353640416
2018-10-19,828.0,652.0,40.0,0.0,0.06134969325153374
2018-10-26,693.0,623.0,28.0,0.0,0.0449438202247191
2018-11-02,693.0,601.0,24.0,0.0,0.03993344425956739
2018-11-09,605.0,601.0,31.0,0.0,0.051580698835274545
2018-11-16,566.0,587.0,21.0,0.0,0.03577512776831346
2018-11-23,653.0,587.0,32.0,0.0,0.054514480408858604
2018-11-30,590.0,588.0,27.0,0.0,0.04591836734693878
2018-12-07,741.0,631.0,34.0,0.0,0.05388272583201268
2018-12-14,730.0,601.0,36.0,0.0,0.059900166389351084
2018-12-21,713.0,586.0,38.0,0.0,0.06484641638225255
2018-12-28,665.0,619.0,32.0,0.0,0.051696284329563816
2019-01-04,766.0,634.0,44.0,0.0,0.0694006309148265
2019-01-11,779.0,634.0,32.0,0.0,0.050473186119873815
2019-01-18,841.0,650.0,36.0,0.0,0.055384615384615386
2019-01-25,837.0,633.0,31.0,0.0,0.04897314375987362
2019-02-01,865.0,634.0,28.0,0.0,0.04416403785488959
2019-02-08,919.0,622.0,37.0,0.0,0.0594855305466238
2019-02-15,808.0,597.0,29.0,0.0,0.048576214405360134
2019-02-22,780.0,594.0,32.0,0.0,0.05387205387205387
2019-03-01,748.0,621.0,35.0,0.0,0.05636070853462158
2019-03-08,730.0,608.0,40.0,0.0,0.06578947368421052
2019-03-15,728.0,622.0,43.0,0.0,0.06913183279742766
2019-03-22,703.0,601.0,35.0,0.0,0.05823627287853577
2019-03-29,795.0,618.0,37.0,0.0,0.059870550161812294
2019-04-05,920.0,574.0,31.0,0.0,0.05400696864111498
2019-04-12,906.0,559.0,36.0,0.0,0.06440071556350627
2019-04-19,712.0,577.0,30.0,0.0,0.05199306759098787
2019-04-26,723.0,598.0,24.0,0.0,0.04013377926421405
2019-05-03,669.0,572.0,27.0,0.0,0.0472027972027972
2019-05-10,797.0,642.0,32.0,0.0,0.04984423676012461
2019-05-17,804.0,637.0,36.0,0.0,0.0565149136577708
2019-05-24,828.0,658.0,36.0,0.0,0.0547112462006079
2019-05-31,747.0,684.0,38.0,0.0,0.05555555555555555
2019-06-07,844.0,692.0,35.0,0.0,0.05057803468208093
2019-06-14,695.0,680.0,39.0,0.0,0.057352941176470586
2019-06-21,733.0,681.0,39.0,0.0,0.05726872246696035
2019-06-28,615.0,678.0,35.0,0.0,0.051622418879056046
2019-07-05,745.0,671.0,43.0,0.0,0.06408345752608048
2019-07-12,768.0,686.0,40.0,0.0,0.05830903790087463
2019-07-19,713.0,708.0,38.0,0.0,0.05367231638418079
2019-07-26,570.0,703.0,32.0,0.0,0.04551920341394026
2019-08-02,625.0,707.0,43.0,0.0,0.06082036775106082
2019-08-09,698.0,678.0,37.0,0.0,0.05457227138643068
2019-08-16,660.0,691.0,36.0,0.0,0.05209840810419682
2019-08-23,641.0,702.0,37.0,0.0,0.05270655270655271
2019-08-30,623.0,701.0,37.0,0.0,0.052781740370898715
2019-09-06,789.0,648.0,33.0,0.0,0.05092592592592592
2019-09-13,807.0,665.0,37.0,0.0,0.055639097744360905
2019-09-20,785.0,627.0,40.0,0.0,0.06379585326953748
2019-09-27,799.0,624.0,42.0,0.0,0.0673076923076923
2019-10-04,731.0,603.0,33.0,0.0,0.05472636815920398
2019-10-11,551.0,560.0,36.0,0.0,0.06428571428571428
2019-10-18,586.0,588.0,40.0,0.0,0.06802721088435375
2019-10-25,604.0,566.0,29.0,0.0,0.05123674911660778
2019-11-01,613.0,558.0,33.0,0.0,0.05913978494623656
2019-11-08,567.0,593.0,29.0,0.0,0.048903878583473864
2019-11-15,576.0,579.0,32.0,0.0,0.055267702936096716
2019-11-22,649.0,601.0,33.0,0.0,0.05490848585690516
2019-11-29,669.0,589.0,34.0,0.0,0.057724957555178265
2019-12-06,816.0,637.0,36.0,0.0,0.0565149136577708
2019-12-13,886.0,664.0,34.0,0.0,0.05120481927710843
2019-12-20,745.0,657.0,37.0,0.0,0.0563165905631659
2019-12-27,795.0,640.0,35.0,0.0,0.0546875
2020-01-03,713.0,641.0,37.0,0.0,0.057722308892355696
2020-01-10,641.0,600.0,36.0,0.0,0.06
2020-01-17,742.0,616.0,36.0,0.0,0.05844155844155844
2020-01-24,709.0,587.0,39.0,0.0,0.06643952299829642
2020-01-31,750.0,596.0,34.0,0.0,0.05704697986577181
2020-02-07,864.0,635.0,34.0,2.0,0.05354330708661417
2020-02-14,884.0,620.0,34.0,2.0,0.054838709677419356
2020-02-21,960.0,633.0,38.0,0.0,0.06003159557661927
2020-02-28,961.0,605.0,27.0,0.0,0.04462809917355372
2020-03-06,934.0,603.0,27.0,0.0,0.04477611940298507
2020-03-13,884.0,594.0,26.0,2.0,0.04377104377104377
2020-03-20,858.0,555.0,22.0,2.0,0.03963963963963964
2020-03-27,849.0,519.0,19.0,4.0,0.036608863198458574
2020-04-03,782.0,491.0,15.0,0.0,0.03054989816700611
2020-04-10,743.0,441.0,14.0,0.0,0.031746031746031744
2020-04-17,740.0,449.0,16.0,0.0,0.035634743875278395
2020-04-24,772.0,447.0,15.0,0.0,0.03355704697986577
2020-05-01,721.0,468.0,12.0,0.0,0.02564102564102564
2020-05-08,724.0,493.0,15.0,0.0,0.030425963488843813
2020-05-15,653.0,498.0,10.0,0.0,0.020080321285140562
2020-05-22,651.0,482.0,10.0,0.0,0.02074688796680498
2020-05-29,557.0,495.0,9.0,0.0,0.01818181818181818
2020-06-05,580.0,538.0,12.0,0.0,0.022304832713754646
2020-06-12,476.0,573.0,7.0,0.0,0.012216404886561954
