week_ending,LA_JET_1,LA_JET_2,LA_JET_3,M1_M2,M1_M3,M2_M3,GC_JET_1,GC_JET_2,GC_JET_3,M1_M2,M1_M3,M2_M3,NY_JET_1,NY_JET_2,NY_JET_3,M1_M2,M1_M3,M2_M3,LA_SPRD_1,LA_SPRD_2,LA_SPRD_3,SP_M1_M2,SP_M1_M3,SP_M2_M3,GC_SPRD_1,GC_SPRD_2,GC_SPRD_3,SP_M1_M2,SP_M1_M3,SP_M2_M3,NY_SPRD_1,NY_SPRD_2,NY_SPRD_3,SP_M1_M2,SP_M1_M3,SP_M2_M3,CL_1,CL_2,CL_3,CL_M1_M2,CL_M1_M3,CL_M2_M3,HO_1,HO_2,HO_3,HO_M1_M2,HO_M1_M3,HO_M2_M3,LA_NY_1,LA_GC_1,NY_GC_1,LA_NY_2,LA_GC_2,NY_GC_2,LA_NY_3,LA_GC_3,NY_GC_3
2013-04-05,297.59,297.84,297.44,-0.25,0.14999999999997726,0.39999999999997726,292.48,292.18,293.21,0.30000000000001137,-0.7299999999999613,-1.0299999999999727,291.93,291.73,293.01,0.19999999999998863,-1.079999999999984,-1.2799999999999727,-2.22,-1.85,-2.37,-0.3700000000000001,0.1499999999999999,0.52,-7.2,-7.4,-6.5,0.20000000000000018,-0.7000000000000002,-0.9000000000000004,-7.75,-7.85,-6.7,0.09999999999999964,-1.0499999999999998,-1.1499999999999995,94.93,95.24,95.47,-0.30999999999998806,-0.539999999999992,-0.23000000000000398,300.63,299.68,299.58,0.9499999999999886,1.0500000000000114,0.10000000000002274,5.659999999999968,5.109999999999957,-0.5500000000000114,6.109999999999957,5.659999999999968,-0.44999999999998863,4.430000000000007,4.230000000000018,-0.19999999999998863
2013-04-12,289.7,290.26,291.1,-0.5600000000000023,-1.400000000000034,-0.8400000000000318,283.7,284.06,285.55,-0.36000000000001364,-1.8500000000000227,-1.490000000000009,283.5,283.91,285.35,-0.410000000000025,-1.8500000000000227,-1.4399999999999977,-2.45,-2.25,-1.9,-0.20000000000000018,-0.5500000000000003,-0.3500000000000001,-8.45,-8.45,-7.45,0.0,-0.9999999999999991,-0.9999999999999991,-8.65,-8.6,-7.65,-0.05000000000000071,-1.0,-0.9499999999999993,93.4,93.72,93.97,-0.3199999999999932,-0.5699999999999932,-0.25,292.68,292.15,292.51,0.5300000000000296,0.17000000000001592,-0.36000000000001364,6.199999999999989,6.0,-0.19999999999998863,6.349999999999966,6.199999999999989,-0.14999999999997726,5.75,5.550000000000011,-0.19999999999998863
2013-04-19,274.77,275.68,276.85,-0.910000000000025,-2.080000000000041,-1.170000000000016,268.76,269.38,271.0,-0.6200000000000045,-2.240000000000009,-1.6200000000000045,268.51,269.18,270.95,-0.6700000000000159,-2.4399999999999977,-1.7699999999999818,-3.19,-2.85,-2.45,-0.33999999999999986,-0.7399999999999998,-0.3999999999999999,-9.2,-9.15,-8.3,-0.049999999999998934,-0.8999999999999986,-0.8499999999999996,-9.45,-9.35,-8.35,-0.09999999999999964,-1.0999999999999996,-1.0,87.97,88.26,88.49,-0.29000000000000625,-0.519999999999996,-0.22999999999998977,278.74,277.96,278.53,0.7800000000000296,0.21000000000003638,-0.5699999999999932,6.259999999999991,6.009999999999991,-0.25,6.5,6.300000000000011,-0.19999999999998863,5.900000000000034,5.850000000000023,-0.05000000000001137
2013-04-26,278.22,277.3,280.49,0.9200000000000159,-2.269999999999982,-3.1899999999999977,273.34,273.89,275.51,-0.5500000000000114,-2.170000000000016,-1.6200000000000045,273.03,273.66,275.27,-0.6300000000000523,-2.240000000000009,-1.6099999999999568,-5.13,-6.12,-3.47,0.9900000000000002,-1.6599999999999997,-2.65,-10.0,-9.6,-8.55,-0.40000000000000036,-1.4499999999999993,-1.049999999999999,-10.18,-9.68,-8.64,-0.5,-1.5399999999999991,-1.0399999999999991,91.2,91.5,91.61,-0.29999999999999716,-0.4099999999999966,-0.10999999999999943,285.31,283.34,283.49,1.9700000000000273,1.8199999999999932,-0.1500000000000341,5.190000000000055,4.880000000000052,-0.3100000000000023,3.6399999999999864,3.410000000000025,-0.22999999999996135,5.220000000000027,4.980000000000018,-0.2400000000000091
2013-05-03,276.81,277.4,278.33,-0.589999999999975,-1.5199999999999818,-0.9300000000000068,272.59,274.63,276.06,-2.0400000000000205,-3.4700000000000273,-1.4300000000000068,271.58,273.87,275.15,-2.2900000000000205,-3.569999999999993,-1.2799999999999727,-7.78,-7.58,-7.38,-0.20000000000000018,-0.40000000000000036,-0.20000000000000018,-12.0,-10.35,-9.65,-1.6500000000000004,-2.3499999999999996,-0.6999999999999993,-12.72,-10.72,-10.12,-2.0,-2.6000000000000014,-0.6000000000000014,93.72,93.93,93.9,-0.21000000000000796,-0.18000000000000682,0.030000000000001137,286.06,284.58,284.89,1.4800000000000182,1.170000000000016,-0.3100000000000023,5.230000000000018,4.220000000000027,-1.009999999999991,3.5299999999999727,2.769999999999982,-0.7599999999999909,3.180000000000007,2.269999999999982,-0.910000000000025
2013-05-10,281.8,283.56,284.5,-1.759999999999991,-2.6999999999999886,-0.9399999999999977,277.15,280.76,281.4,-3.6100000000000136,-4.25,-0.6399999999999864,276.9,280.76,281.4,-3.8600000000000136,-4.5,-0.6399999999999864,-9.55,-8.1,-7.8,-1.450000000000001,-1.7500000000000009,-0.2999999999999998,-14.2,-10.9,-10.9,-3.299999999999999,-3.299999999999999,0.0,2.42,4.76,6.44,-2.34,-4.0200000000000005,-1.6800000000000006,96.17,96.41,96.38,-0.23999999999999488,-0.20999999999999375,0.030000000000001137,292.11,291.35,291.66,0.7599999999999909,0.44999999999998863,-0.3100000000000023,4.900000000000034,4.650000000000034,-0.25,2.8000000000000114,2.8000000000000114,0.0,3.1000000000000227,3.1000000000000227,0.0
2013-05-17,275.85,276.54,278.71,-0.6899999999999977,-2.859999999999957,-2.169999999999959,274.47,277.74,278.91,-3.269999999999982,-4.439999999999998,-1.170000000000016,274.76,277.19,278.76,-2.430000000000007,-4.0,-1.5699999999999932,-13.22,-12.9,-11.5,-0.3200000000000003,-1.7200000000000006,-1.4000000000000004,-14.6,-11.7,-11.3,-2.9000000000000004,-3.299999999999999,-0.3999999999999986,0.87,3.2,4.55,-2.33,-3.6799999999999997,-1.3499999999999996,94.97,95.24,95.32,-0.269999999999996,-0.3499999999999943,-0.0799999999999983,289.8,289.07,289.44,0.7300000000000182,0.36000000000001364,-0.37000000000000455,1.0900000000000318,1.3799999999999955,0.2899999999999636,-0.6499999999999773,-1.1999999999999886,-0.5500000000000114,-0.05000000000001137,-0.20000000000004547,-0.1500000000000341
2013-05-24,276.38,275.99,279.03,0.38999999999998636,-2.6499999999999773,-3.0399999999999636,275.15,277.24,279.23,-2.090000000000032,-4.080000000000041,-1.990000000000009,275.62,277.24,279.28,-1.6200000000000045,-3.659999999999968,-2.0399999999999636,-12.42,-13.35,-11.1,0.9299999999999997,-1.3200000000000003,-2.25,-13.65,-12.1,-10.9,-1.5500000000000007,-2.75,-1.1999999999999993,2.84,4.0,5.25,-1.1600000000000001,-2.41,-1.25,95.11,95.27,95.27,-0.1599999999999966,-0.1599999999999966,0.0,289.41,288.8,289.34,0.6100000000000136,0.07000000000005002,-0.5399999999999636,0.7599999999999909,1.2300000000000182,0.4700000000000273,-1.25,-1.25,0.0,-0.25,-0.20000000000004547,0.049999999999954525
2013-05-31,274.79,275.66,276.79,-0.8700000000000045,-2.0,-1.1299999999999955,273.62,274.92,276.65,-1.3000000000000114,-3.0299999999999727,-1.7299999999999613,279.54,280.81,282.49,-1.2699999999999818,-2.9499999999999886,-1.6800000000000068,-10.6,-10.45,-10.2,-0.15000000000000036,-0.40000000000000036,-0.25,-11.55,-11.0,-10.15,-0.5500000000000007,-1.4000000000000004,-0.8499999999999996,3.76,4.31,5.11,-0.5499999999999998,-1.3500000000000005,-0.8000000000000007,93.43,93.64,93.67,-0.20999999999999375,-0.23999999999999488,-0.030000000000001137,285.28,284.86,285.6,0.4199999999999591,-0.32000000000005,-0.7400000000000091,-4.75,1.170000000000016,5.920000000000016,-5.149999999999977,0.7400000000000091,5.889999999999986,-5.699999999999989,0.1400000000000432,5.840000000000032
2013-06-07,274.35,276.58,276.89,-2.2299999999999613,-2.5399999999999636,-0.3100000000000023,275.62,277.37,278.74,-1.75,-3.1200000000000045,-1.3700000000000045,280.9,282.88,284.14,-1.9800000000000182,-3.240000000000009,-1.259999999999991,-12.55,-11.0,-11.4,-1.5500000000000007,-1.1500000000000004,0.40000000000000036,-11.1,-10.05,-9.4,-1.049999999999999,-1.6999999999999993,-0.6500000000000004,1.59,2.89,3.44,-1.3,-1.8499999999999999,-0.5499999999999998,94.26,94.49,94.55,-0.22999999999998977,-0.28999999999999204,-0.060000000000002274,286.36,286.72,287.42,-0.36000000000001364,-1.0600000000000023,-0.6999999999999886,-6.5499999999999545,-1.2699999999999818,5.279999999999973,-6.300000000000011,-0.7900000000000205,5.509999999999991,-7.25,-1.8500000000000227,5.399999999999977
2013-06-14,279.99,280.92,280.95,-0.9300000000000068,-0.9599999999999795,-0.029999999999972715,279.1,281.2,282.41,-2.099999999999966,-3.3100000000000023,-1.2100000000000364,279.2,281.3,282.46,-2.1000000000000227,-3.259999999999991,-1.1599999999999682,-11.01,-10.68,-11.21,-0.33000000000000007,0.20000000000000107,0.5300000000000011,-11.9,-10.4,-9.75,-1.5,-2.1500000000000004,-0.6500000000000004,1.0,2.5,3.14,-1.5,-2.14,-0.6400000000000001,96.31,96.54,96.58,-0.23000000000000398,-0.269999999999996,-0.03999999999999204,290.76,291.0,291.6,-0.2400000000000091,-0.8400000000000318,-0.6000000000000227,0.7900000000000205,0.8899999999999864,0.0999999999999659,-0.37999999999999545,-0.2799999999999727,0.10000000000002274,-1.509999999999991,-1.4600000000000364,0.049999999999954525
2013-06-21,278.81,281.89,281.95,-3.079999999999984,-3.1399999999999864,-0.060000000000002274,279.56,281.6,283.12,-2.0400000000000205,-3.5600000000000023,-1.5199999999999818,279.51,281.45,283.12,-1.9399999999999977,-3.6100000000000136,-1.670000000000016,-13.3,-10.71,-11.12,-2.59,-2.1800000000000015,0.40999999999999837,-12.55,-11.0,-9.95,-1.5500000000000007,-2.6000000000000014,-1.0500000000000007,-0.24,1.26,2.31,-1.5,-2.55,-1.05,96.71,96.79,96.76,-0.0800000000000125,-0.05000000000001137,0.030000000000001137,292.02,292.11,292.6,-0.09000000000003183,-0.5800000000000409,-0.4900000000000091,-0.6999999999999886,-0.75,-0.05000000000001137,0.4399999999999977,0.2899999999999636,-0.1500000000000341,-1.170000000000016,-1.170000000000016,0.0
2013-06-28,275.77,276.46,276.46,-0.6899999999999977,-0.6899999999999977,0.0,273.47,275.26,276.76,-1.7899999999999636,-3.2899999999999636,-1.5,273.37,275.21,276.61,-1.839999999999975,-3.240000000000009,-1.400000000000034,-10.5,-10.15,-10.45,-0.34999999999999964,-0.05000000000000071,0.29999999999999893,-12.8,-11.35,-10.15,-1.450000000000001,-2.6500000000000004,-1.1999999999999993,0.0,1.54,2.78,-1.54,-2.78,-1.2399999999999998,95.92,95.8,95.25,0.12000000000000455,0.6700000000000017,0.5499999999999972,286.73,286.27,286.61,0.4600000000000364,0.12000000000000455,-0.34000000000003183,2.3999999999999773,2.2999999999999545,-0.10000000000002274,1.25,1.1999999999999886,-0.05000000000001137,-0.1500000000000341,-0.30000000000001137,-0.14999999999997726
2013-07-05,284.69,284.55,284.78,0.13999999999998636,-0.08999999999997499,-0.22999999999996135,282.15,283.79,283.53,-1.6400000000000432,-1.3799999999999955,0.26000000000004775,284.88,286.44,285.77,-1.5600000000000023,-0.8899999999999864,0.6700000000000159,-9.1,-9.6,-9.6,0.5,0.5,0.0,-11.65,-10.4,-10.9,-1.25,-0.75,0.5,1.01,2.11,1.31,-1.0999999999999999,-0.30000000000000004,0.7999999999999998,100.51,100.37,99.32,0.14000000000000057,1.190000000000012,1.0500000000000114,292.9,293.37,293.76,-0.4700000000000273,-0.8600000000000136,-0.38999999999998636,-0.18999999999999773,2.5400000000000205,2.730000000000018,-1.8899999999999864,0.7599999999999909,2.6499999999999773,-0.9900000000000091,1.25,2.240000000000009
2013-07-12,292.66,291.64,291.84,1.0200000000000387,0.82000000000005,-0.19999999999998863,289.16,290.64,290.04,-1.4799999999999613,-0.8799999999999955,0.5999999999999659,288.91,290.34,289.89,-1.42999999999995,-0.9799999999999613,0.44999999999998863,-7.6,-8.95,-8.95,1.3499999999999996,1.3499999999999996,0.0,-11.1,-9.95,-10.75,-1.1500000000000004,-0.34999999999999964,0.8000000000000007,0.27,1.37,0.57,-1.1,-0.29999999999999993,0.8000000000000002,104.81,104.38,103.05,0.4300000000000068,1.7600000000000051,1.3299999999999983,299.84,300.26,300.59,-0.4200000000000159,-0.75,-0.3299999999999841,3.75,3.5,-0.25,1.3000000000000114,1.0,-0.30000000000001137,1.9499999999999886,1.7999999999999545,-0.1500000000000341
2013-07-19,299.51,296.62,296.33,2.8899999999999864,3.180000000000007,0.29000000000002046,294.15,294.9,294.5,-0.75,-0.35000000000002274,0.39999999999997726,298.14,299.04,298.62,-0.9000000000000341,-0.4800000000000182,0.4200000000000159,-7.3,-10.08,-10.08,2.7800000000000002,2.7800000000000002,0.0,-12.65,-11.7,-11.85,-0.9500000000000011,-0.8000000000000007,0.15000000000000036,-1.11,-0.16,-0.56,-0.9500000000000001,-0.55,0.4,106.98,106.73,105.27,0.25,1.710000000000008,1.460000000000008,306.69,306.72,306.54,-0.03000000000002956,0.14999999999997726,0.18000000000000682,1.3700000000000045,5.360000000000014,3.990000000000009,-2.420000000000016,1.7200000000000273,4.140000000000043,-2.2900000000000205,1.829999999999984,4.1200000000000045
2013-07-26,296.93,295.38,295.19,1.5500000000000114,1.740000000000009,0.18999999999999773,290.55,291.73,290.84,-1.1800000000000068,-0.2899999999999636,0.8900000000000432,291.4,292.63,291.39,-1.2300000000000182,0.009999999999990905,1.240000000000009,-7.97,-9.65,-9.65,1.6800000000000006,1.6800000000000006,0.0,-14.35,-13.3,-14.0,-1.049999999999999,-0.34999999999999964,0.6999999999999993,-1.27,-0.12,-0.87,-1.15,-0.4,0.75,105.94,105.06,103.66,0.8799999999999955,2.280000000000001,1.4000000000000057,304.56,304.9,305.03,-0.339999999999975,-0.46999999999997044,-0.12999999999999545,5.53000000000003,6.3799999999999955,0.8499999999999659,2.75,3.6499999999999773,0.8999999999999773,3.8000000000000114,4.350000000000023,0.5500000000000114
2013-08-02,298.74,298.74,298.36,0.0,0.37999999999999545,0.37999999999999545,294.28,294.62,292.9,-0.34000000000003183,1.3799999999999955,1.7200000000000273,294.63,294.47,293.0,0.15999999999996817,1.6299999999999955,1.4700000000000273,-6.44,-6.44,-6.44,0.0,0.0,0.0,-10.9,-10.55,-12.06,-0.34999999999999964,1.1600000000000001,1.5099999999999998,0.88,0.73,-0.37,0.15000000000000002,1.25,1.1,105.5,104.76,103.45,0.7399999999999949,2.049999999999997,1.3100000000000023,304.68,305.13,305.2,-0.44999999999998863,-0.5199999999999818,-0.06999999999999318,4.110000000000014,4.460000000000036,0.35000000000002274,4.269999999999982,4.1200000000000045,-0.14999999999997726,5.360000000000014,5.460000000000036,0.10000000000002274
2013-08-09,292.99,293.98,294.16,-0.9900000000000091,-1.170000000000016,-0.18000000000000682,292.31,291.87,290.56,0.4399999999999977,1.75,1.3100000000000023,293.05,292.58,291.26,0.4700000000000273,1.7900000000000205,1.3199999999999932,-7.16,-6.58,-6.43,-0.5800000000000001,-0.7300000000000004,-0.15000000000000036,-7.85,-8.7,-10.05,0.8499999999999996,2.200000000000001,1.3500000000000014,-3.32,-4.25,-5.55,0.9300000000000002,2.23,1.2999999999999998,105.12,104.52,103.26,0.6000000000000085,1.8599999999999994,1.259999999999991,299.51,300.16,300.57,-0.6500000000000341,-1.0600000000000023,-0.40999999999996817,-0.060000000000002274,0.6800000000000068,0.7400000000000091,1.400000000000034,2.1100000000000136,0.7099999999999795,2.900000000000034,3.6000000000000227,0.6999999999999886
2013-08-16,298.87,299.81,299.84,-0.9399999999999977,-0.9699999999999704,-0.029999999999972715,299.41,298.63,297.01,0.7800000000000296,2.400000000000034,1.6200000000000045,299.06,298.33,296.56,0.7300000000000182,2.5,1.7699999999999818,-7.24,-6.62,-6.47,-0.6200000000000001,-0.7700000000000005,-0.15000000000000036,-6.7,-7.8,-9.3,1.0999999999999996,2.6000000000000005,1.5000000000000009,-7.05,-8.1,-9.75,1.0499999999999998,2.7,1.6500000000000004,106.92,106.59,105.51,0.3299999999999983,1.4099999999999966,1.0799999999999983,305.43,306.11,306.43,-0.6800000000000068,-1.0,-0.3199999999999932,-0.18999999999999773,-0.5400000000000205,-0.35000000000002274,1.4800000000000182,1.1800000000000068,-0.30000000000001137,3.2799999999999727,2.829999999999984,-0.44999999999998863
2013-08-23,302.82,302.85,302.17,-0.03000000000002956,0.6499999999999773,0.6800000000000068,301.57,300.5,297.52,1.0699999999999932,4.050000000000011,2.980000000000018,301.77,300.75,297.42,1.0199999999999818,4.349999999999966,3.329999999999984,-5.6,-5.55,-5.9,-0.04999999999999982,0.3000000000000007,0.35000000000000053,-6.8,-7.85,-10.5,1.0499999999999998,3.7,2.6500000000000004,-6.6,-7.6,-10.6,1.0,4.0,3.0,105.47,105.08,104.16,0.39000000000000057,1.3100000000000023,0.9200000000000017,307.82,308.37,308.35,-0.5500000000000114,-0.5300000000000296,0.01999999999998181,1.0500000000000114,1.25,0.19999999999998863,2.1000000000000227,2.3500000000000227,0.25,4.75,4.650000000000034,-0.0999999999999659
2013-08-30,311.27,310.87,309.85,0.39999999999997726,1.419999999999959,1.0199999999999818,309.17,307.22,303.35,1.9499999999999886,5.819999999999993,3.8700000000000045,309.02,307.17,303.35,1.849999999999966,5.669999999999959,3.819999999999993,-4.4,-4.4,-4.7,0.0,0.2999999999999998,0.2999999999999998,-6.5,-8.05,-11.2,1.5500000000000007,4.699999999999999,3.1499999999999986,-6.65,-8.1,-11.2,1.4499999999999993,4.549999999999999,3.0999999999999996,108.3,107.65,106.24,0.6499999999999915,2.0600000000000023,1.4100000000000108,315.45,315.71,315.42,-0.2599999999999909,0.029999999999972715,0.2899999999999636,2.25,2.099999999999966,-0.1500000000000341,3.6999999999999886,3.6499999999999773,-0.05000000000001137,6.5,6.5,0.0
2013-09-06,308.19,307.64,307.06,0.5500000000000114,1.1299999999999955,0.5799999999999841,305.68,303.81,301.61,1.8700000000000045,4.069999999999993,2.1999999999999886,304.68,302.87,301.29,1.8100000000000023,3.3899999999999864,1.579999999999984,-6.61,-6.67,-6.67,0.05999999999999961,0.05999999999999961,0.0,-9.13,-11.58,-12.58,2.4499999999999993,3.4499999999999993,1.0,-10.13,-11.44,-12.44,1.3099999999999987,2.3099999999999987,1.0,108.67,107.91,106.52,0.7600000000000051,2.1500000000000057,1.3900000000000006,314.72,314.8,314.31,-0.07999999999998408,0.410000000000025,0.4900000000000091,3.509999999999991,2.509999999999991,-1.0,4.769999999999982,3.829999999999984,-0.9399999999999977,5.769999999999982,5.449999999999989,-0.3199999999999932
2013-09-13,302.8,302.55,301.88,0.25,0.9200000000000159,0.6700000000000159,299.13,297.82,296.09,1.3100000000000023,3.0400000000000205,1.7300000000000182,299.32,297.88,296.09,1.4399999999999977,3.230000000000018,1.7900000000000205,-6.58,-6.2,-6.2,-0.3799999999999999,-0.3799999999999999,0.0,-10.25,-10.94,-12.0,0.6899999999999995,1.75,1.0600000000000005,-10.06,-10.88,-12.0,0.8200000000000003,1.9399999999999995,1.1199999999999992,108.26,107.38,105.79,0.8800000000000097,2.469999999999999,1.5899999999999892,309.74,309.74,309.03,0.0,0.7100000000000364,0.7100000000000364,3.480000000000018,3.670000000000016,0.18999999999999773,4.670000000000016,4.730000000000018,0.060000000000002274,5.7900000000000205,5.7900000000000205,0.0
2013-09-20,293.43,294.09,293.7,-0.6599999999999682,-0.2699999999999818,0.38999999999998636,293.79,292.38,291.08,1.410000000000025,2.7100000000000364,1.3000000000000114,293.83,292.5,291.15,1.329999999999984,2.680000000000007,1.3500000000000227,-8.92,-7.86,-7.86,-1.0599999999999996,-1.0599999999999996,0.0,-8.52,-9.5,-10.4,0.9800000000000004,1.8800000000000008,0.9000000000000004,-8.52,-9.45,-10.4,0.9299999999999997,1.8800000000000008,0.9500000000000011,106.23,105.78,104.48,0.45000000000000284,1.75,1.2999999999999972,302.21,302.31,301.88,-0.10000000000002274,0.3299999999999841,0.4300000000000068,-0.39999999999997726,-0.36000000000001364,0.03999999999996362,1.589999999999975,1.7099999999999795,0.12000000000000455,2.5500000000000114,2.6200000000000045,0.06999999999999318
2013-09-27,287.34,286.81,286.45,0.5299999999999727,0.8899999999999864,0.36000000000001364,288.3,287.45,286.47,0.8500000000000227,1.829999999999984,0.9799999999999613,287.49,287.08,286.47,0.410000000000025,1.0199999999999818,0.6099999999999568,-10.46,-10.46,-10.46,0.0,0.0,0.0,-9.5,-9.81,-10.44,0.3100000000000005,0.9399999999999995,0.629999999999999,-10.31,-10.19,-10.44,-0.120000000000001,0.129999999999999,0.25,103.06,102.42,101.51,0.6400000000000006,1.5499999999999972,0.9099999999999966,297.68,297.45,296.93,0.2300000000000182,0.75,0.5199999999999818,-0.1500000000000341,-0.9600000000000364,-0.8100000000000023,-0.2699999999999818,-0.6399999999999864,-0.37000000000000455,-0.020000000000038654,-0.020000000000038654,0.0
2013-10-04,289.73,289.77,290.17,-0.03999999999996362,-0.4399999999999977,-0.4000000000000341,287.68,287.28,290.72,0.4000000000000341,-3.0400000000000205,-3.4400000000000546,287.69,287.28,290.44,0.410000000000025,-2.75,-3.160000000000025,-8.11,-7.71,-6.8,-0.39999999999999947,-1.3099999999999996,-0.9100000000000001,-9.94,-10.13,-5.25,0.19000000000000128,-4.6899999999999995,-4.880000000000001,-10.14,-10.19,-6.52,0.049999999999998934,-3.620000000000001,-3.67,103.12,102.75,101.99,0.37000000000000455,1.1300000000000097,0.7600000000000051,298.43,298.03,297.62,0.4000000000000341,0.8100000000000023,0.40999999999996817,2.0400000000000205,2.0500000000000114,0.009999999999990905,2.490000000000009,2.490000000000009,0.0,-0.2699999999999818,-0.5500000000000114,-0.28000000000002956
2013-10-11,294.61,294.26,293.82,0.35000000000002274,0.7900000000000205,0.4399999999999977,291.4,290.7,295.76,0.6999999999999886,-4.360000000000014,-5.060000000000002,291.4,290.8,295.51,0.5999999999999659,-4.110000000000014,-4.7099999999999795,-8.24,-8.24,-8.24,0.0,0.0,0.0,-11.45,-11.8,-6.3,0.3500000000000014,-5.1499999999999995,-5.500000000000001,-11.45,-11.7,-6.55,0.25,-4.8999999999999995,-5.1499999999999995,102.63,102.5,102.09,0.12999999999999545,0.539999999999992,0.4099999999999966,303.28,302.85,302.5,0.42999999999995,0.7799999999999727,0.35000000000002274,3.2100000000000364,3.2100000000000364,0.0,3.4599999999999795,3.5600000000000023,0.10000000000002274,-1.6899999999999977,-1.9399999999999977,-0.25
2013-10-18,294.51,294.42,294.15,0.08999999999997499,0.36000000000001364,0.27000000000003865,291.03,290.83,294.77,0.19999999999998863,-3.740000000000009,-3.9399999999999977,291.54,291.43,294.82,0.11000000000001364,-3.2799999999999727,-3.3899999999999864,-7.42,-7.42,-7.42,0.0,0.0,0.0,-10.9,-11.0,-6.8,0.09999999999999964,-4.1000000000000005,-4.2,-10.39,-10.4,-6.75,0.009999999999999787,-3.6400000000000006,-3.6500000000000004,101.48,101.67,101.48,-0.18999999999999773,0.0,0.18999999999999773,302.27,301.93,301.83,0.339999999999975,0.4399999999999977,0.10000000000002274,2.9699999999999704,3.480000000000018,0.5100000000000477,2.990000000000009,3.590000000000032,0.6000000000000227,-0.6700000000000159,-0.6200000000000045,0.05000000000001137
2013-10-25,289.5,289.84,289.99,-0.339999999999975,-0.4900000000000091,-0.1500000000000341,284.67,284.94,288.19,-0.2699999999999818,-3.519999999999982,-3.25,285.03,285.11,288.45,-0.08000000000004093,-3.420000000000016,-3.339999999999975,-5.32,-5.24,-5.19,-0.08000000000000007,-0.1299999999999999,-0.04999999999999982,-10.07,-10.1,-6.95,0.02999999999999936,-3.12,-3.1499999999999995,-9.79,-9.97,-6.74,0.1800000000000015,-3.049999999999999,-3.2300000000000004,97.77,98.03,97.92,-0.2600000000000051,-0.15000000000000568,0.10999999999999943,294.82,294.65,294.95,0.17000000000001592,-0.12999999999999545,-0.30000000000001137,4.470000000000027,4.829999999999984,0.3599999999999568,4.729999999999961,4.899999999999977,0.17000000000001592,1.5400000000000205,1.8000000000000114,0.2599999999999909
2013-11-01,291.84,291.99,291.83,-0.1500000000000341,0.009999999999990905,0.160000000000025,287.11,287.31,290.05,-0.19999999999998863,-2.9399999999999977,-2.740000000000009,286.81,287.86,290.5,-1.0500000000000114,-3.6899999999999977,-2.6399999999999864,-3.12,-3.12,-3.12,0.0,0.0,0.0,-7.85,-7.69,-4.9,-0.15999999999999925,-2.9499999999999993,-2.79,-8.15,-7.25,-4.45,-0.9000000000000004,-3.7,-2.8,96.93,97.18,97.12,-0.25,-0.18999999999999773,0.060000000000002274,295.14,294.9,295.14,0.2400000000000091,0.0,-0.2400000000000091,5.029999999999973,4.729999999999961,-0.30000000000001137,4.1299999999999955,4.680000000000007,0.5500000000000114,1.329999999999984,1.7799999999999727,0.44999999999998863
2013-11-08,284.32,284.66,284.71,-0.34000000000003183,-0.38999999999998636,-0.049999999999954525,277.0,281.58,283.63,-4.579999999999984,-6.6299999999999955,-2.0500000000000114,276.77,281.58,283.58,-4.810000000000002,-6.810000000000002,-2.0,-2.62,-2.62,-2.62,0.0,0.0,0.0,-9.95,-5.7,-3.7,-4.249999999999999,-6.249999999999999,-2.0,-10.18,-5.7,-3.75,-4.4799999999999995,-6.43,-1.9500000000000002,94.32,94.67,94.81,-0.3500000000000085,-0.4900000000000091,-0.14000000000000057,286.38,286.95,287.28,-0.5699999999999932,-0.8999999999999773,-0.3299999999999841,7.550000000000011,7.319999999999993,-0.2300000000000182,3.080000000000041,3.080000000000041,0.0,1.1299999999999955,1.079999999999984,-0.05000000000001137
2013-11-15,286.44,287.14,287.3,-0.6999999999999886,-0.8600000000000136,-0.160000000000025,280.87,285.49,287.0,-4.6200000000000045,-6.1299999999999955,-1.509999999999991,280.96,285.56,287.01,-4.600000000000023,-6.050000000000011,-1.4499999999999886,-4.21,-3.76,-3.46,-0.4500000000000002,-0.75,-0.2999999999999998,-9.7,-5.35,-3.7,-4.35,-5.999999999999999,-1.6499999999999995,-9.7,-5.35,-3.75,-4.35,-5.949999999999999,-1.5999999999999996,93.93,94.48,94.75,-0.5499999999999972,-0.8199999999999932,-0.269999999999996,290.23,290.57,290.84,-0.339999999999975,-0.6099999999999568,-0.2699999999999818,5.480000000000018,5.569999999999993,0.08999999999997499,1.579999999999984,1.6499999999999773,0.06999999999999318,0.29000000000002046,0.30000000000001137,0.009999999999990905
2013-11-22,291.74,293.27,293.81,-1.5299999999999727,-2.069999999999993,-0.5400000000000205,286.82,291.06,292.05,-4.240000000000009,-5.230000000000018,-0.9900000000000091,287.03,291.11,292.1,-4.080000000000041,-5.07000000000005,-0.9900000000000091,-4.83,-3.18,-2.18,-1.65,-2.65,-1.0,-9.75,-5.4,-3.95,-4.35,-5.8,-1.4500000000000002,-9.54,-5.35,-3.9,-4.1899999999999995,-5.639999999999999,-1.4499999999999997,94.0,94.45,94.67,-0.45000000000000284,-0.6700000000000017,-0.21999999999999886,296.61,296.57,296.46,0.040000000000020464,0.1500000000000341,0.11000000000001364,4.710000000000036,4.920000000000016,0.20999999999997954,2.159999999999968,2.2099999999999795,0.05000000000001137,1.7099999999999795,1.759999999999991,0.05000000000001137
