period,PADD5_stocks,PADD5_runs,PADD5_prod,PADD5_imp,PADD5_JET_YIELD
2016-01-01,8450.0,2587.0,431.0,19.0,0.1666022419791264
2016-01-08,8595.0,2524.0,438.0,49.0,0.1735340729001585
2016-01-15,9055.0,2611.0,401.0,90.0,0.1535810034469552
2016-01-22,9084.0,2470.0,417.0,271.0,0.16882591093117408
2016-01-29,9540.0,2522.0,435.0,17.0,0.1724821570182395
2016-02-05,9895.0,2477.0,446.0,43.0,0.18005651998385144
2016-02-12,8981.0,2443.0,409.0,0.0,0.16741711011051985
2016-02-19,8910.0,2472.0,417.0,49.0,0.16868932038834952
2016-02-26,9247.0,2423.0,445.0,66.0,0.18365662401981014
2016-03-04,9271.0,2445.0,424.0,79.0,0.17341513292433539
2016-03-11,10412.0,2483.0,414.0,134.0,0.16673378977043898
2016-03-18,10171.0,2552.0,404.0,51.0,0.15830721003134796
2016-03-25,9873.0,2568.0,431.0,76.0,0.1678348909657321
2016-04-01,9959.0,2568.0,401.0,0.0,0.15615264797507789
2016-04-08,9767.0,2539.0,393.0,179.0,0.15478534856242615
2016-04-15,9410.0,2647.0,404.0,6.0,0.15262561390253115
2016-04-22,9304.0,2582.0,455.0,50.0,0.17621998450813323
2016-04-29,9053.0,2577.0,399.0,59.0,0.1548311990686845
2016-05-06,8698.0,2528.0,368.0,106.0,0.14556962025316456
2016-05-13,9341.0,2453.0,406.0,178.0,0.16551161842641662
2016-05-20,9704.0,2396.0,362.0,87.0,0.15108514190317196
2016-05-27,9420.0,2461.0,381.0,165.0,0.1548151158065827
2016-06-03,9781.0,2515.0,379.0,129.0,0.15069582504970178
2016-06-10,8203.0,2414.0,345.0,101.0,0.14291632145816072
2016-06-17,8454.0,2509.0,425.0,39.0,0.16939019529693106
2016-06-24,8338.0,2677.0,462.0,157.0,0.17258124766529698
2016-07-01,8062.0,2647.0,471.0,0.0,0.17793728749527768
2016-07-08,8098.0,2689.0,483.0,68.0,0.17962067683153587
2016-07-15,8412.0,2675.0,443.0,226.0,0.165607476635514
2016-07-22,8669.0,2614.0,468.0,172.0,0.17903596021423107
2016-07-29,8857.0,2673.0,483.0,49.0,0.18069584736251404
2016-08-05,8831.0,2633.0,521.0,32.0,0.1978731484998101
2016-08-12,9715.0,2714.0,516.0,138.0,0.1901252763448784
2016-08-19,9580.0,2723.0,500.0,34.0,0.1836210062431142
2016-08-26,9408.0,2694.0,498.0,175.0,0.18485523385300667
2016-09-02,10028.0,2698.0,522.0,0.0,0.19347664936990364
2016-09-09,9939.0,2666.0,471.0,100.0,0.17666916729182294
2016-09-16,9400.0,2704.0,433.0,30.0,0.16013313609467456
2016-09-23,9335.0,2627.0,503.0,73.0,0.1914731633041492
2016-09-30,9716.0,2520.0,458.0,101.0,0.18174603174603174
2016-10-07,8882.0,2475.0,386.0,44.0,0.15595959595959596
2016-10-14,8912.0,2226.0,377.0,171.0,0.1693620844564241
2016-10-21,8994.0,2249.0,400.0,62.0,0.17785682525566918
2016-10-28,8694.0,2229.0,406.0,54.0,0.18214445939883356
2016-11-04,8312.0,2266.0,377.0,195.0,0.16637246248896734
2016-11-11,8367.0,2350.0,391.0,80.0,0.16638297872340427
2016-11-18,7671.0,2401.0,396.0,120.0,0.16493127863390253
2016-11-25,8330.0,2327.0,448.0,136.0,0.19252256123764502
2016-12-02,8287.0,2356.0,436.0,240.0,0.18505942275042445
2016-12-09,9138.0,2340.0,468.0,79.0,0.2
2016-12-16,8973.0,2367.0,397.0,157.0,0.1677228559357837
2016-12-23,9092.0,2331.0,435.0,19.0,0.1866151866151866
2016-12-30,9222.0,2519.0,439.0,42.0,0.17427550615323542
2017-01-06,9881.0,2659.0,469.0,119.0,0.17638209853328318
2017-01-13,9696.0,2537.0,427.0,108.0,0.16830902640914466
2017-01-20,9828.0,2573.0,430.0,98.0,0.16712009327633112
2017-01-27,9701.0,2449.0,434.0,0.0,0.17721518987341772
2017-02-03,9518.0,2544.0,504.0,133.0,0.19811320754716982
2017-02-10,10001.0,2332.0,456.0,58.0,0.1955403087478559
2017-02-17,9932.0,2403.0,448.0,96.0,0.18643362463587182
2017-02-24,9665.0,2378.0,421.0,60.0,0.1770395290159798
2017-03-03,9544.0,2365.0,392.0,117.0,0.1657505285412262
2017-03-10,8855.0,2406.0,402.0,62.0,0.16708229426433915
2017-03-17,9548.0,2549.0,446.0,79.0,0.17497057669674382
2017-03-24,9082.0,2605.0,476.0,124.0,0.18272552783109405
2017-03-31,9315.0,2697.0,464.0,95.0,0.17204301075268819
2017-04-07,9324.0,2786.0,438.0,54.0,0.15721464465183058
2017-04-14,9355.0,2710.0,456.0,172.0,0.16826568265682657
2017-04-21,10461.0,2695.0,495.0,0.0,0.1836734693877551
2017-04-28,9952.0,2599.0,428.0,127.0,0.16467872258560984
2017-05-05,9753.0,2609.0,455.0,105.0,0.17439632042928324
2017-05-12,9032.0,2513.0,417.0,125.0,0.16593712693991244
2017-05-19,9683.0,2478.0,415.0,126.0,0.16747376916868442
2017-05-26,9719.0,2544.0,414.0,109.0,0.16273584905660377
2017-06-02,9936.0,2571.0,437.0,37.0,0.16997277323998444
2017-06-09,9456.0,2521.0,470.0,69.0,0.18643395477984925
2017-06-16,9362.0,2521.0,478.0,58.0,0.18960729869099563
2017-06-23,8782.0,2507.0,503.0,88.0,0.20063821300358994
2017-06-30,8299.0,2530.0,460.0,79.0,0.18181818181818182
2017-07-07,8348.0,2541.0,486.0,87.0,0.1912632821723731
2017-07-14,7959.0,2564.0,469.0,103.0,0.1829173166926677
2017-07-21,8078.0,2695.0,479.0,205.0,0.1777365491651206
2017-07-28,9114.0,2746.0,487.0,139.0,0.17734887108521485
2017-08-04,8565.0,2677.0,545.0,77.0,0.2035861038475906
2017-08-11,8967.0,2716.0,498.0,69.0,0.18335787923416788
2017-08-18,9143.0,2699.0,517.0,142.0,0.1915524268247499
2017-08-25,9274.0,2695.0,522.0,109.0,0.19369202226345084
2017-09-01,9180.0,2718.0,511.0,0.0,0.18800588668138338
2017-09-08,9721.0,2724.0,532.0,90.0,0.19530102790014683
2017-09-15,9285.0,2684.0,486.0,20.0,0.1810730253353204
2017-09-22,9054.0,2758.0,454.0,140.0,0.1646120377084844
2017-09-29,9674.0,2728.0,494.0,95.0,0.1810850439882698
2017-10-06,9765.0,2589.0,472.0,61.0,0.18230977211278485
2017-10-13,9499.0,2391.0,414.0,20.0,0.17314930991217065
2017-10-20,9028.0,2401.0,369.0,233.0,0.153685964181591
2017-10-27,9213.0,2387.0,399.0,129.0,0.16715542521994134
2017-11-03,9283.0,2527.0,383.0,135.0,0.1515631183221211
2017-11-10,9672.0,2525.0,437.0,275.0,0.17306930693069306
2017-11-17,10168.0,2568.0,437.0,53.0,0.17017133956386293
2017-11-24,9813.0,2478.0,421.0,20.0,0.1698950766747377
2017-12-01,9878.0,2671.0,463.0,84.0,0.17334331710969675
2017-12-08,10189.0,2665.0,504.0,54.0,0.18911819887429643
2017-12-15,9692.0,2685.0,481.0,97.0,0.17914338919925513
2017-12-22,9568.0,2742.0,507.0,51.0,0.18490153172866522
2017-12-29,9960.0,2725.0,473.0,137.0,0.17357798165137614
2018-01-05,10193.0,2748.0,500.0,50.0,0.1819505094614265
2018-01-12,10661.0,2760.0,474.0,25.0,0.17173913043478262
2018-01-19,11306.0,2524.0,452.0,75.0,0.179080824088748
2018-01-26,10414.0,2417.0,436.0,82.0,0.18038891187422423
2018-02-02,10309.0,2484.0,439.0,28.0,0.17673107890499196
2018-02-09,9973.0,2480.0,444.0,47.0,0.17903225806451614
2018-02-16,10100.0,2593.0,471.0,20.0,0.18164288468954878
2018-02-23,10309.0,2575.0,465.0,17.0,0.18058252427184465
2018-03-02,10520.0,2524.0,484.0,201.0,0.19175911251980982
2018-03-09,10585.0,2685.0,522.0,52.0,0.19441340782122904
2018-03-16,10993.0,2667.0,542.0,15.0,0.20322459692538433
2018-03-23,10457.0,2732.0,519.0,60.0,0.18997071742313323
2018-03-30,10244.0,2719.0,471.0,119.0,0.1732254505332843
2018-04-06,10037.0,2673.0,436.0,0.0,0.163112607557052
2018-04-13,9536.0,2564.0,453.0,84.0,0.1766770670826833
2018-04-20,9676.0,2422.0,470.0,30.0,0.19405450041288191
2018-04-27,9361.0,2401.0,423.0,194.0,0.17617659308621408
2018-05-04,9447.0,2465.0,432.0,43.0,0.17525354969574036
2018-05-11,9277.0,2463.0,411.0,74.0,0.1668696711327649
2018-05-18,8796.0,2422.0,420.0,103.0,0.17341040462427745
2018-05-25,8761.0,2461.0,465.0,78.0,0.18894758228362454
2018-06-01,8614.0,2611.0,483.0,45.0,0.18498659517426275
2018-06-08,9024.0,2815.0,474.0,116.0,0.16838365896980462
2018-06-15,8704.0,2761.0,526.0,147.0,0.19051068453458891
2018-06-22,8858.0,2787.0,483.0,7.0,0.17330462863293863
2018-06-29,8987.0,2742.0,499.0,97.0,0.18198395331874545
2018-07-06,8595.0,2773.0,490.0,23.0,0.17670393076090876
2018-07-13,8169.0,2743.0,482.0,152.0,0.17572001458257383
2018-07-20,8462.0,2802.0,510.0,107.0,0.18201284796573874
2018-07-27,8965.0,2774.0,521.0,94.0,0.18781542898341744
2018-08-03,8357.0,2679.0,509.0,0.0,0.18999626726390445
2018-08-10,8428.0,2741.0,531.0,123.0,0.19372491791317037
2018-08-17,9092.0,2779.0,531.0,127.0,0.19107592659229938
2018-08-24,8900.0,2794.0,505.0,135.0,0.1807444523979957
2018-08-31,8933.0,2765.0,488.0,100.0,0.17649186256781194
2018-09-07,9598.0,2770.0,502.0,151.0,0.1812274368231047
2018-09-14,10045.0,2706.0,513.0,213.0,0.18957871396895787
2018-09-21,10102.0,2723.0,503.0,37.0,0.1847227322805729
2018-09-28,10252.0,2767.0,475.0,56.0,0.17166606432959886
2018-10-05,10323.0,2701.0,496.0,95.0,0.18363569048500555
2018-10-12,9954.0,2597.0,434.0,75.0,0.16711590296495957
2018-10-19,9087.0,2592.0,416.0,83.0,0.16049382716049382
2018-10-26,9303.0,2564.0,468.0,87.0,0.18252730109204368
2018-11-02,9255.0,2624.0,496.0,95.0,0.18902439024390244
2018-11-09,8833.0,2653.0,455.0,53.0,0.17150395778364116
2018-11-16,8836.0,2649.0,486.0,74.0,0.18346545866364666
2018-11-23,9243.0,2731.0,490.0,106.0,0.1794214573416331
2018-11-30,8462.0,2666.0,452.0,49.0,0.1695423855963991
2018-12-07,8646.0,2690.0,523.0,114.0,0.19442379182156133
2018-12-14,9288.0,2569.0,487.0,58.0,0.18956792526274815
2018-12-21,9440.0,2604.0,495.0,49.0,0.19009216589861752
2018-12-28,9528.0,2684.0,509.0,18.0,0.18964232488822652
2019-01-04,10066.0,2663.0,526.0,167.0,0.19752159218926024
2019-01-11,10244.0,2607.0,486.0,59.0,0.18642117376294592
2019-01-18,10005.0,2518.0,437.0,86.0,0.17355043685464655
2019-01-25,10043.0,2536.0,438.0,37.0,0.17271293375394323
2019-02-01,10132.0,2634.0,465.0,103.0,0.1765375854214123
2019-02-08,9581.0,2426.0,379.0,107.0,0.1562242374278648
2019-02-15,10011.0,2560.0,447.0,81.0,0.174609375
2019-02-22,9690.0,2599.0,458.0,119.0,0.17622162370142364
2019-03-01,9369.0,2566.0,400.0,68.0,0.1558846453624318
2019-03-08,9185.0,2530.0,458.0,198.0,0.18102766798418973
2019-03-15,9100.0,2594.0,499.0,118.0,0.19236700077101002
2019-03-22,9739.0,2507.0,478.0,142.0,0.190666134822497
2019-03-29,9736.0,2453.0,434.0,20.0,0.17692621280065227
2019-04-05,9667.0,2426.0,400.0,65.0,0.16488046166529266
2019-04-12,9509.0,2286.0,387.0,197.0,0.16929133858267717
2019-04-19,9504.0,2321.0,379.0,186.0,0.16329168461869883
2019-04-26,8849.0,2419.0,373.0,111.0,0.1541959487391484
2019-05-03,7958.0,2399.0,400.0,83.0,0.16673614005835766
2019-05-10,7948.0,2429.0,387.0,195.0,0.15932482503087692
2019-05-17,8302.0,2497.0,423.0,62.0,0.16940328394072887
2019-05-24,8098.0,2502.0,426.0,47.0,0.17026378896882494
2019-05-31,8681.0,2637.0,481.0,134.0,0.18240424725066362
2019-06-07,8635.0,2755.0,488.0,104.0,0.17713248638838475
2019-06-14,9735.0,2632.0,483.0,178.0,0.18351063829787234
2019-06-21,9319.0,2636.0,505.0,8.0,0.19157814871016693
2019-06-28,9263.0,2644.0,480.0,87.0,0.1815431164901664
2019-07-05,10147.0,2702.0,541.0,134.0,0.20022205773501112
2019-07-12,10064.0,2740.0,499.0,136.0,0.18211678832116787
2019-07-19,10102.0,2737.0,508.0,132.0,0.18560467665327
2019-07-26,10154.0,2678.0,489.0,147.0,0.18259895444361463
2019-08-02,10132.0,2778.0,469.0,71.0,0.16882649388048956
2019-08-09,9648.0,2691.0,483.0,136.0,0.1794871794871795
2019-08-16,9081.0,2777.0,488.0,114.0,0.1757292041771696
2019-08-23,10013.0,2760.0,503.0,160.0,0.1822463768115942
2019-08-30,10304.0,2717.0,499.0,69.0,0.18365844681634155
2019-09-06,9514.0,2723.0,471.0,75.0,0.1729709878810136
2019-09-13,10091.0,2543.0,446.0,138.0,0.17538340542666142
2019-09-20,9281.0,2467.0,426.0,60.0,0.17267936765301986
2019-09-27,9216.0,2242.0,391.0,85.0,0.1743978590544157
2019-10-04,9093.0,2507.0,400.0,259.0,0.15955325089748704
2019-10-11,8779.0,2422.0,413.0,11.0,0.17052023121387283
2019-10-18,8295.0,2474.0,396.0,239.0,0.16006467259498788
2019-10-25,8674.0,2602.0,441.0,142.0,0.1694850115295926
2019-11-01,8644.0,2533.0,436.0,135.0,0.1721279115673115
2019-11-08,8610.0,2558.0,414.0,122.0,0.16184519155590305
2019-11-15,8478.0,2553.0,436.0,86.0,0.1707794751273012
2019-11-22,8475.0,2576.0,450.0,62.0,0.17468944099378883
2019-11-29,7935.0,2622.0,477.0,258.0,0.18192219679633867
2019-12-06,9149.0,2470.0,437.0,61.0,0.17692307692307693
2019-12-13,9424.0,2604.0,501.0,214.0,0.1923963133640553
2019-12-20,9634.0,2628.0,508.0,73.0,0.1933028919330289
2019-12-27,10042.0,2608.0,507.0,166.0,0.19440184049079753
2020-01-03,9271.0,2490.0,428.0,64.0,0.1718875502008032
2020-01-10,9293.0,2429.0,495.0,0.0,0.20378756689995883
2020-01-17,9524.0,2393.0,476.0,140.0,0.19891349770162975
2020-01-24,10043.0,2370.0,477.0,52.0,0.20126582278481012
2020-01-31,9646.0,2391.0,459.0,71.0,0.191969887076537
2020-02-07,9206.0,2365.0,446.0,130.0,0.18858350951374206
2020-02-14,9952.0,2546.0,413.0,43.0,0.1622152395915161
2020-02-21,10022.0,2626.0,436.0,34.0,0.16603198781416603
2020-02-28,9564.0,2654.0,439.0,103.0,0.16541070082893744
2020-03-06,9756.0,2438.0,394.0,109.0,0.1616078753076292
2020-03-13,9169.0,2367.0,389.0,143.0,0.16434305027460921
2020-03-20,8799.0,2515.0,374.0,120.0,0.14870775347912524
2020-03-27,8491.0,2207.0,291.0,201.0,0.13185319438151336
2020-04-03,9263.0,1989.0,224.0,158.0,0.1126194067370538
2020-04-10,10141.0,1872.0,199.0,91.0,0.1063034188034188
2020-04-17,10360.0,1748.0,148.0,138.0,0.08466819221967964
2020-04-24,9498.0,1713.0,153.0,67.0,0.0893169877408056
2020-05-01,10109.0,1713.0,137.0,67.0,0.07997664915353181
2020-05-08,9663.0,1688.0,129.0,2.0,0.0764218009478673
2020-05-15,10127.0,1764.0,141.0,156.0,0.07993197278911565
2020-05-22,9204.0,1758.0,140.0,136.0,0.07963594994311718
2020-05-29,9033.0,1770.0,144.0,67.0,0.08135593220338982
2020-06-05,8161.0,1753.0,148.0,0.0,0.08442669709070165
2020-06-12,8212.0,1749.0,188.0,42.0,0.10748999428244711
