period,PADD3_stocks,PADD3_runs,PADD3_prod,PADD3_imp,PADD3_JET_YIELD
2015-01-02,13308.0,8777.0,852.0,0.0,0.09707189244616611
2015-01-09,13268.0,8452.0,824.0,0.0,0.09749171793658305
2015-01-16,11611.0,8038.0,720.0,0.0,0.08957452102513062
2015-01-23,11152.0,8143.0,777.0,0.0,0.09541937860739286
2015-01-30,11608.0,8175.0,702.0,0.0,0.08587155963302752
2015-02-06,12584.0,8312.0,836.0,0.0,0.10057747834456209
2015-02-13,12541.0,8241.0,815.0,0.0,0.09889576507705375
2015-02-20,12874.0,8090.0,779.0,0.0,0.09629171817058096
2015-02-27,12650.0,8053.0,730.0,0.0,0.09064944741090276
2015-03-06,12342.0,7995.0,693.0,0.0,0.08667917448405253
2015-03-13,12245.0,7987.0,708.0,0.0,0.08864404657568549
2015-03-20,12396.0,8349.0,716.0,0.0,0.08575877350580909
2015-03-27,12451.0,8344.0,742.0,0.0,0.08892617449664429
2015-04-03,12603.0,8377.0,726.0,0.0,0.0866658708368151
2015-04-10,12297.0,8532.0,765.0,0.0,0.08966244725738397
2015-04-17,11902.0,8481.0,748.0,0.0,0.08819714656290532
2015-04-24,11585.0,8618.0,857.0,0.0,0.09944302622418194
2015-05-01,11932.0,8790.0,789.0,0.0,0.08976109215017065
2015-05-08,12560.0,8451.0,786.0,0.0,0.09300674476393327
2015-05-15,12534.0,8562.0,841.0,0.0,0.09822471385190376
2015-05-22,12843.0,8740.0,858.0,0.0,0.09816933638443937
2015-05-29,13157.0,8911.0,877.0,0.0,0.09841768600605992
2015-06-05,12911.0,9046.0,860.0,0.0,0.09506964404156533
2015-06-12,12575.0,8765.0,851.0,0.0,0.0970907016543069
2015-06-19,12810.0,8792.0,874.0,0.0,0.09940855323020928
2015-06-26,13095.0,8849.0,830.0,0.0,0.09379590914227597
2015-07-03,14193.0,8860.0,877.0,0.0,0.0989841986455982
2015-07-10,16225.0,9048.0,855.0,0.0,0.09449602122015915
2015-07-17,17349.0,8901.0,845.0,0.0,0.09493315357824963
2015-07-24,17477.0,8779.0,826.0,0.0,0.09408816493905912
2015-07-31,15443.0,8907.0,799.0,0.0,0.08970472661951275
2015-08-07,15932.0,8937.0,781.0,0.0,0.08738950430793331
2015-08-14,16228.0,8988.0,762.0,0.0,0.08477970627503338
2015-08-21,14326.0,8866.0,752.0,0.0,0.08481840739905257
2015-08-28,16253.0,8584.0,755.0,0.0,0.08795433364398882
2015-09-04,16346.0,8169.0,825.0,0.0,0.10099155343371281
2015-09-11,13414.0,8612.0,791.0,0.0,0.09184858337203902
2015-09-18,15204.0,8561.0,705.0,0.0,0.08235019273449364
2015-09-25,14014.0,8629.0,776.0,0.0,0.08992930814694634
2015-10-02,14313.0,8448.0,790.0,0.0,0.09351325757575757
2015-10-09,14814.0,8454.0,842.0,0.0,0.09959782351549562
2015-10-16,13661.0,8557.0,812.0,0.0,0.09489307000116863
2015-10-23,14168.0,8431.0,805.0,0.0,0.09548096311232357
2015-10-30,12487.0,8642.0,814.0,0.0,0.09419115945383014
2015-11-06,13413.0,8530.0,870.0,0.0,0.10199296600234467
2015-11-13,12283.0,8681.0,792.0,0.0,0.09123372883308374
2015-11-20,11943.0,8737.0,820.0,0.0,0.09385372553508069
2015-11-27,13598.0,8975.0,888.0,0.0,0.09894150417827298
2015-12-04,12743.0,8875.0,902.0,0.0,0.1016338028169014
2015-12-11,13888.0,8795.0,907.0,0.0,0.10312677657760091
2015-12-18,14640.0,8834.0,926.0,0.0,0.10482227756395744
2015-12-25,15370.0,8885.0,913.0,0.0,0.10275745638716939
2016-01-01,15028.0,8785.0,886.0,0.0,0.10085372794536142
2016-01-08,14484.0,8545.0,839.0,0.0,0.09818607372732592
2016-01-15,14513.0,8211.0,772.0,0.0,0.09402021678236512
2016-01-22,13038.0,7838.0,812.0,0.0,0.10359785659607043
2016-01-29,13161.0,7803.0,740.0,0.0,0.09483531974881455
2016-02-05,13623.0,7992.0,776.0,0.0,0.0970970970970971
2016-02-12,13368.0,8287.0,776.0,0.0,0.09364064196934958
2016-02-19,13626.0,8142.0,806.0,0.0,0.09899287644313437
2016-02-26,14656.0,8332.0,798.0,0.0,0.0957753240518483
2016-03-04,15252.0,8356.0,792.0,0.0,0.09478219243657253
2016-03-11,15417.0,8547.0,817.0,0.0,0.09558909558909559
2016-03-18,15281.0,8571.0,766.0,0.0,0.08937113522342784
2016-03-25,15456.0,8910.0,801.0,0.0,0.0898989898989899
2016-04-01,14949.0,8973.0,874.0,0.0,0.09740332107433411
2016-04-08,16408.0,8796.0,871.0,0.0,0.09902228285584357
2016-04-15,15226.0,8658.0,871.0,0.0,0.1006006006006006
2016-04-22,16032.0,8607.0,863.0,0.0,0.10026722435227141
2016-04-29,16336.0,8811.0,836.0,0.0,0.09488139825218476
2016-05-06,15223.0,8490.0,835.0,0.0,0.0983510011778563
2016-05-13,15677.0,8871.0,873.0,0.0,0.09841055123435914
2016-05-20,15926.0,8719.0,837.0,0.0,0.09599724739075582
2016-05-27,14659.0,8642.0,852.0,0.0,0.09858828974774357
2016-06-03,16350.0,8751.0,878.0,0.0,0.10033139069820592
2016-06-10,15206.0,8629.0,836.0,0.0,0.09688260516861745
2016-06-17,14117.0,8700.0,850.0,0.0,0.09770114942528736
2016-06-24,15194.0,8778.0,824.0,0.0,0.09387104123946229
2016-07-01,14741.0,8754.0,893.0,0.0,0.10201050948137994
2016-07-08,14308.0,8814.0,883.0,0.0,0.1001815293850692
2016-07-15,16793.0,8909.0,945.0,0.0,0.10607251094398923
2016-07-22,16869.0,8889.0,877.0,0.0,0.09866126673416582
2016-07-29,14796.0,8871.0,888.0,0.0,0.10010145417653027
